BounceRates,ExitRates,PageValues,Month,VisitorType,Revenue,total_page_view,total_page_duration,Month_Numeric,Length,Recency,Frequency,StayingRate,Cluster
0.043478261,0.050821256,54.17976426,Feb,Returning_Visitor,0,47,1588.75,2,2,11,47,51.42628059,0
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,35.0,2,2,11,2,0.0,1
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,78.0,2,2,11,3,0.0,1
0.0,0.025,0.0,Feb,Returning_Visitor,0,8,209.5,2,2,11,8,0.0,1
0.04,0.08,0.0,Feb,Returning_Visitor,0,10,183.6666667,2,2,11,10,0.0,1
0.014285714,0.028571429,0.0,Feb,Returning_Visitor,0,14,380.5,2,2,11,14,0.0,2
0.015384615,0.020352564,0.0,Feb,Returning_Visitor,0,52,2086.242857,2,2,11,52,0.0,3
0.025,0.05625,0.0,Feb,Returning_Visitor,0,8,388.0,2,2,11,8,0.0,2
0.0,0.028571429,0.0,Feb,Returning_Visitor,0,7,316.0,2,2,11,7,0.0,2
0.028571429,0.071428571,0.0,Feb,Returning_Visitor,0,7,63.0,2,2,11,7,0.0,1
0.0,0.022222222,0.0,Feb,Returning_Visitor,0,9,482.0,2,2,11,9,0.0,2
0.0,0.001794872,0.0,Feb,Returning_Visitor,0,47,4093.393939,2,2,11,47,0.0,0
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,22.0,2,2,11,3,0.0,1
0.0,0.006666667,0.0,Feb,Returning_Visitor,0,15,310.1666667,2,2,11,15,0.0,2
0.0,0.05,0.0,Feb,Returning_Visitor,0,2,34.0,2,2,11,2,0.0,1
0.0,0.05,0.0,Feb,Returning_Visitor,0,4,88.0,2,2,11,4,0.0,1
0.003030303,0.006060606,0.0,Feb,Returning_Visitor,0,22,622.25,2,2,11,22,0.0,3
0.017142857,0.057142857,0.0,Feb,Returning_Visitor,0,14,222.4,2,2,11,14,0.0,2
0.066666667,0.133333333,0.0,Feb,Returning_Visitor,0,3,80.0,2,2,11,3,0.0,1
0.0,0.003636364,0.0,Feb,Returning_Visitor,0,11,800.8333333,2,2,11,11,0.0,3
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.011111111,0.026111111,0.0,Feb,Returning_Visitor,0,12,265.1666667,2,2,11,12,0.0,2
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,29.0,2,2,11,2,0.0,1
0.0,0.075,0.0,Feb,Returning_Visitor,0,4,160.0,2,2,11,4,0.0,1
0.05,0.025,0.0,Feb,Returning_Visitor,0,4,135.6666667,2,2,11,4,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.014736467,19.44707913,Feb,Returning_Visitor,0,42,1174.741667,2,2,11,42,19.16049789,2
0.0,0.05,0.0,Feb,Returning_Visitor,0,4,104.0,2,2,11,4,0.0,1
0.011764706,0.046568627,0.0,Feb,Returning_Visitor,0,18,397.6865079,2,2,11,18,0.0,2
0.0,0.016666667,0.0,Feb,Returning_Visitor,0,6,169.0,2,2,11,6,0.0,1
0.05,0.120833333,0.0,Feb,Returning_Visitor,0,8,400.8,2,2,11,8,0.0,2
0.009,0.019666667,38.30849268,Feb,Returning_Visitor,0,54,1833.0,2,2,11,54,37.55509231,0
0.0,0.007142857,0.0,Feb,Returning_Visitor,0,14,706.5,2,2,11,14,0.0,3
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.012643678,22.9160357,Feb,Returning_Visitor,1,30,886.1666666,2,2,11,30,22.62629272,3
0.002150538,0.015013034,0.0,Feb,Returning_Visitor,0,94,6995.972222,2,2,11,94,0.0,0
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.007407407,0.0,Feb,Returning_Visitor,0,18,902.0,2,2,11,18,0.0,3
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.025,0.0525,0.0,Feb,Returning_Visitor,0,20,197.3777778,2,2,11,20,0.0,1
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,43.0,2,2,11,2,0.0,1
0.0,0.0125,0.0,Feb,Returning_Visitor,0,8,426.6666667,2,2,11,8,0.0,2
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,135.0,2,2,11,3,0.0,1
0.0,0.025,0.0,Feb,Returning_Visitor,0,16,588.3333333,2,2,11,16,0.0,3
0.004347826,0.014492754,11.43941195,Feb,Returning_Visitor,1,46,3117.008334,2,2,11,46,11.27362337,0
0.0,0.05,0.0,Feb,Returning_Visitor,0,2,76.0,2,2,11,2,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.028571429,0.0,Feb,Returning_Visitor,0,7,208.0,2,2,11,7,0.0,1
0.0,0.016666667,0.0,Feb,Returning_Visitor,0,4,270.0,2,2,11,4,0.0,2
0.0,0.02,0.0,Feb,Returning_Visitor,0,6,39.5,2,2,11,6,0.0,1
0.016666667,0.058333333,0.0,Feb,Returning_Visitor,0,12,375.0,2,2,11,12,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.057142857,0.085714286,0.0,Feb,Returning_Visitor,0,7,150.0,2,2,11,7,0.0,1
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,138.0,2,2,11,3,0.0,1
0.028571429,0.023809524,0.0,Feb,Returning_Visitor,0,7,337.5,2,2,11,7,0.0,2
0.0,0.007894737,0.0,Feb,Returning_Visitor,0,19,620.0333333,2,2,11,19,0.0,3
0.0,0.011764706,0.0,Feb,Returning_Visitor,0,17,204.8461538,2,2,11,17,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,52.0,2,2,11,2,0.0,1
0.0,0.015384615,0.0,Feb,New_Visitor,0,13,649.25,2,1,11,13,0.0,3
0.003703704,0.025925926,0.0,Feb,Returning_Visitor,0,27,925.3333333,2,2,11,27,0.0,3
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,33.0,2,2,11,2,0.0,1
0.05,0.066666667,0.0,Feb,Returning_Visitor,0,6,1566.5,2,2,11,6,0.0,2
0.0,0.025,0.0,Feb,Returning_Visitor,0,4,105.0,2,2,11,4,0.0,1
0.038095238,0.080952381,0.0,Feb,Returning_Visitor,0,8,50.0,2,2,11,8,0.0,1
0.004166667,0.031666667,0.0,Feb,Returning_Visitor,0,16,644.2,2,2,11,16,0.0,3
0.0,0.008947368,0.0,Feb,Returning_Visitor,0,41,2653.511111,2,2,11,41,0.0,0
0.0,0.026984127,17.53595893,Feb,Returning_Visitor,1,23,668.0,2,2,11,23,17.06276639,3
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,6,415.0,2,2,11,6,0.0,2
0.0,0.01351025,0.0,Feb,Returning_Visitor,0,39,2130.530952,2,2,11,39,0.0,3
0.007058824,0.017647059,0.0,Feb,Returning_Visitor,0,20,340.1666667,2,2,11,20,0.0,2
0.15,0.15,0.0,Feb,Returning_Visitor,0,2,27.0,2,2,11,2,0.0,1
0.044444444,0.074074074,0.0,Feb,Returning_Visitor,0,10,215.0,2,2,11,10,0.0,1
0.05,0.066666667,0.0,Feb,Returning_Visitor,0,12,162.0,2,2,11,12,0.0,1
0.05,0.066666667,0.0,Feb,Returning_Visitor,0,2,114.0,2,2,11,2,0.0,1
0.000854701,0.01791847,0.0,Feb,Returning_Visitor,0,138,5482.463753,2,2,11,138,0.0,0
0.0,0.016666667,0.0,Feb,Returning_Visitor,0,4,253.0,2,2,11,4,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,4,0.0,2,2,11,4,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.008,0.024,0.0,Feb,Returning_Visitor,0,27,458.5,2,2,11,27,0.0,2
0.012903226,0.035483871,0.0,Feb,Returning_Visitor,0,31,1138.833333,2,2,11,31,0.0,2
0.0,0.005555556,0.0,Feb,Returning_Visitor,0,12,317.8333333,2,2,11,12,0.0,2
0.0,0.012962963,0.0,Feb,Returning_Visitor,0,21,1146.333333,2,2,11,21,0.0,2
0.018181818,0.027272727,0.0,Feb,Returning_Visitor,0,11,577.0,2,2,11,11,0.0,3
0.0,0.075,0.0,Feb,Returning_Visitor,0,8,95.0,2,2,11,8,0.0,1
0.0,0.111111111,0.0,Feb,Returning_Visitor,0,6,301.5,2,2,11,6,0.0,2
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,6,243.0,2,2,11,6,0.0,2
0.0,0.05,0.0,Feb,Returning_Visitor,0,4,135.5,2,2,11,4,0.0,1
0.0,0.034375,0.0,Feb,Returning_Visitor,0,16,517.3333333,2,2,11,16,0.0,3
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,41.0,2,2,11,3,0.0,1
0.028,0.11952381,0.0,Feb,Returning_Visitor,0,11,292.9,2,2,11,11,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.040740741,0.0,Feb,Returning_Visitor,0,9,1238.333333,2,2,11,9,0.0,2
0.0,0.05,0.0,Feb,Returning_Visitor,0,10,225.4666667,2,2,11,10,0.0,2
0.0,0.00754717,0.0,Feb,Returning_Visitor,0,55,2335.216667,2,2,11,55,0.0,3
0.133333333,0.166666667,0.0,Feb,Returning_Visitor,0,3,13.0,2,2,11,3,0.0,1
0.0,0.1,0.0,Feb,Returning_Visitor,0,2,222.0,2,2,11,2,0.0,2
0.0,0.022222222,0.0,Feb,Returning_Visitor,0,18,234.8333333,2,2,11,18,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.011111111,0.0,Feb,Returning_Visitor,0,6,2017.166667,2,2,11,6,0.0,3
0.0,0.018518519,0.0,Feb,Returning_Visitor,0,32,560.5277778,2,2,11,32,0.0,3
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,6,158.1666667,2,2,11,6,0.0,1
0.005555556,0.046296296,0.0,Feb,Returning_Visitor,0,9,303.6666667,2,2,11,9,0.0,2
0.0,0.066666667,0.0,Feb,Returning_Visitor,0,3,25.0,2,2,11,3,0.0,1
0.05,0.15,0.0,Feb,Returning_Visitor,0,2,42.0,2,2,11,2,0.0,1
0.0,0.018039216,0.0,Feb,Returning_Visitor,0,18,1107.041667,2,2,11,18,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.011851852,0.0,Feb,Returning_Visitor,0,9,272.5,2,2,11,9,0.0,2
0.0,0.007407407,0.0,Feb,Returning_Visitor,0,11,363.0,2,2,11,11,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.009090909,0.0,Feb,Returning_Visitor,0,11,871.0,2,2,11,11,0.0,3
0.066666667,0.066666667,0.0,Feb,Returning_Visitor,0,3,780.0,2,2,11,3,0.0,3
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,3,1038.0,2,2,11,3,0.0,2
0.0,0.05,0.0,Feb,Returning_Visitor,0,4,573.0,2,2,11,4,0.0,3
0.007142857,0.030357143,0.0,Feb,Returning_Visitor,0,28,1231.233333,2,2,11,28,0.0,2
0.0,0.027272727,0.0,Feb,Returning_Visitor,0,11,316.6666667,2,2,11,11,0.0,2
0.0075,0.028166667,0.0,Feb,Returning_Visitor,0,20,873.7365079,2,2,11,20,0.0,3
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.1,0.15,0.0,Feb,Returning_Visitor,0,4,16.0,2,2,11,4,0.0,1
0.0,0.026315789,0.0,Feb,Returning_Visitor,0,19,615.0,2,2,11,19,0.0,3
0.0,0.026666667,0.0,Feb,Returning_Visitor,0,9,261.75,2,2,11,9,0.0,2
0.033333333,0.04993081,0.0,Feb,Returning_Visitor,0,21,615.8831169,2,2,11,21,0.0,3
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,6,117.5,2,2,11,6,0.0,1
0.008695652,0.01884058,0.0,Feb,Returning_Visitor,0,23,501.6666667,2,2,11,23,0.0,3
0.03030303,0.040606061,0.0,Feb,Returning_Visitor,0,35,909.1666667,2,2,11,35,0.0,3
0.015217391,0.012463768,0.0,Feb,Returning_Visitor,0,24,1232.5,2,2,11,24,0.0,2
0.0,0.016666667,0.0,Feb,Returning_Visitor,0,6,467.0,2,2,11,6,0.0,2
0.008695652,0.011594203,0.0,Feb,Returning_Visitor,0,23,737.1666667,2,2,11,23,0.0,3
0.0,0.033333333,0.0,Feb,Returning_Visitor,0,12,129.0,2,2,11,12,0.0,1
0.0,0.04,0.0,Feb,Returning_Visitor,0,5,63.0,2,2,11,5,0.0,1
0.086666667,0.166666667,0.0,Feb,Returning_Visitor,0,5,125.0,2,2,11,5,0.0,1
0.018181818,0.063636364,0.0,Feb,Returning_Visitor,0,11,684.3333333,2,2,11,11,0.0,3
0.0,0.0145,0.0,Feb,Returning_Visitor,0,20,665.4722222,2,2,11,20,0.0,3
0.0,0.019166667,0.0,Feb,Returning_Visitor,0,16,487.5,2,2,11,16,0.0,2
0.011111111,0.033333333,0.0,Feb,Returning_Visitor,0,17,437.1666667,2,2,11,17,0.0,2
0.066666667,0.1,0.0,Feb,Returning_Visitor,0,3,55.0,2,2,11,3,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.0,0.008602151,0.0,Feb,Returning_Visitor,0,29,488.2277778,2,2,11,29,0.0,2
0.0,0.015384615,0.0,Feb,Returning_Visitor,0,13,407.5,2,2,11,13,0.0,2
0.0,0.014285714,0.0,Feb,Returning_Visitor,0,7,666.0,2,2,11,7,0.0,3
0.010743802,0.047002635,0.0,Feb,Returning_Visitor,0,22,405.7095238,2,2,11,22,0.0,2
0.033333333,0.033333333,0.0,Feb,Returning_Visitor,0,6,163.25,2,2,11,6,0.0,1
0.0,0.011764706,0.0,Feb,Returning_Visitor,0,17,284.25,2,2,11,17,0.0,2
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.2,0.2,0.0,Feb,Returning_Visitor,0,1,0.0,2,2,11,1,0.0,1
0.008333333,0.025,0.0,Feb,Returning_Visitor,0,8,260.0,2,2,11,8,0.0,2
0.003174603,0.012764202,0.0,Mar,Returning_Visitor,0,21,1490.254762,3,3,10,21,0.0,2
0.011111111,0.027248677,8.000740741,Mar,Returning_Visitor,0,20,927.45,3,3,10,20,7.782731141,3
0.0,0.006339869,0.0,Mar,Returning_Visitor,0,52,845.8,3,3,10,52,0.0,3
0.001960784,0.013509414,0.0,Mar,Returning_Visitor,0,108,3729.944944,3,3,10,108,0.0,0
0.0,0.020708874,1.706014966,Mar,Returning_Visitor,1,59,2028.819697,3,3,10,59,1.670685317,3
0.007142857,0.016727891,46.53017511,Mar,Returning_Visitor,0,72,3106.124108,3,3,10,72,45.75182341,0
0.2,0.2,0.0,Mar,Returning_Visitor,0,2,0.0,3,3,10,2,0.0,1
0.036190476,0.096,0.0,Mar,Returning_Visitor,0,32,4459.25,3,3,10,32,0.0,0
0.0,0.02,0.0,Mar,Returning_Visitor,0,12,371.0,3,3,10,12,0.0,2
0.0,0.066666667,0.0,Mar,Returning_Visitor,0,3,42.0,3,3,10,3,0.0,1
0.009090909,0.057662338,0.0,Mar,Returning_Visitor,0,22,354.3333333,3,3,10,22,0.0,2
0.002061856,0.010173465,0.0,Mar,Returning_Visitor,0,98,3556.61241,3,3,10,98,0.0,0
0.0,0.005797101,19.34265017,Mar,New_Visitor,1,70,2763.783333,3,1,10,70,19.23051887,0
0.013068182,0.06140625,0.0,Mar,Returning_Visitor,0,16,3126.979303,3,3,10,16,0.0,0
0.0,0.001666667,109.176,Mar,New_Visitor,1,17,840.2333333,3,1,10,17,108.99404,3
0.0,0.001724138,96.25511582,Mar,New_Visitor,1,60,2189.844805,3,1,10,60,96.08915872,3
0.0,0.004,153.4432478,Mar,Returning_Visitor,1,51,2899.0,3,3,10,51,152.8294748,0
0.0,0.04,0.0,Mar,Returning_Visitor,0,5,43.0,3,3,10,5,0.0,1
0.0,0.004166667,0.0,Mar,New_Visitor,0,18,502.5,3,1,10,18,0.0,3
0.0,0.088888889,0.0,Mar,Returning_Visitor,0,3,133.5,3,3,10,3,0.0,1
0.0,0.008333333,0.0,Mar,Returning_Visitor,0,13,416.6666667,3,3,10,13,0.0,2
0.0,0.005263158,0.0,Mar,New_Visitor,0,19,734.75,3,1,10,19,0.0,3
0.0,0.0125,33.79956701,Mar,New_Visitor,1,17,1349.75,3,1,10,17,33.37707242,2
0.0,0.028571429,0.0,Mar,New_Visitor,0,7,598.5,3,1,10,7,0.0,3
0.0,0.016666667,0.0,Mar,New_Visitor,0,7,252.8333333,3,1,10,7,0.0,2
0.0,0.04375,0.0,Mar,Returning_Visitor,0,8,731.0,3,3,10,8,0.0,3
0.033333333,0.0375,0.0,Mar,Returning_Visitor,0,7,364.0,3,3,10,7,0.0,2
0.037619048,0.04952381,0.0,Mar,Returning_Visitor,0,14,565.3333333,3,3,10,14,0.0,3
0.0,0.05,0.0,Mar,Returning_Visitor,0,2,50.0,3,3,10,2,0.0,1
0.006666667,0.033333333,0.0,Mar,Returning_Visitor,0,11,648.0,3,3,10,11,0.0,3
0.0,0.042857143,0.0,Mar,Returning_Visitor,0,15,544.0,3,3,10,15,0.0,3
0.0,0.02,0.0,Mar,Returning_Visitor,0,22,913.1666666,3,3,10,22,0.0,3
0.0,0.066666667,0.0,Mar,Returning_Visitor,0,6,160.0,3,3,10,6,0.0,1
0.005714286,0.028571429,0.0,Mar,Returning_Visitor,0,35,1192.386111,3,3,10,35,0.0,2
0.016666667,0.075,0.0,Mar,Returning_Visitor,0,12,198.0,3,3,10,12,0.0,1
0.0,0.066666667,0.0,Mar,Returning_Visitor,0,3,15.0,3,3,10,3,0.0,1
0.0,0.013333333,35.0928,Mar,Returning_Visitor,1,16,681.0,3,3,10,16,34.62489601,3
0.08,0.12,0.0,Mar,Returning_Visitor,0,5,23.0,3,3,10,5,0.0,1
0.1,0.15,0.0,Mar,Returning_Visitor,0,4,14.0,3,3,10,4,0.0,1
0.0,0.02,0.0,Mar,New_Visitor,0,7,264.5,3,1,10,7,0.0,2
0.001481481,0.009150327,0.0,Mar,Returning_Visitor,0,29,2522.30467,3,3,10,29,0.0,0
0.0,0.1,0.0,Mar,Returning_Visitor,0,2,19.0,3,3,10,2,0.0,1
0.0,0.006578947,0.0,Mar,Returning_Visitor,0,44,1757.333333,3,3,10,44,0.0,0
0.0,0.022222222,0.0,Mar,Returning_Visitor,0,9,102.5,3,3,10,9,0.0,1
0.0,0.013333333,17.76266667,Mar,Returning_Visitor,1,16,2337.0,3,3,10,16,17.52583112,3
0.010526316,0.021052632,0.0,Mar,Returning_Visitor,0,19,1883.5,3,3,10,19,0.0,0
0.004,0.020666667,7.146260888,Mar,Returning_Visitor,0,52,1277.3,3,3,10,52,6.998571494,2
0.0,0.014666667,0.0,Mar,Returning_Visitor,0,28,2341.416666,3,3,10,28,0.0,3
0.011111111,0.033333333,0.0,Mar,Returning_Visitor,0,9,132.0,3,3,10,9,0.0,1
0.0,0.019230769,22.03276923,Mar,Returning_Visitor,0,52,2247.255128,3,3,10,52,21.60906213,3
0.005263158,0.044210526,0.0,Mar,Returning_Visitor,0,20,521.25,3,3,10,20,0.0,3
0.0,0.014081633,0.0,Mar,Returning_Visitor,0,15,501.0833333,3,3,10,15,0.0,3
0.006896552,0.010600255,0.0,Mar,Returning_Visitor,0,32,1600.710784,3,3,10,32,0.0,0
0.011578947,0.032225685,0.0,Mar,Returning_Visitor,0,40,1201.992063,3,3,10,40,0.0,2
0.0,0.011111111,0.0,Mar,Returning_Visitor,0,9,478.0,3,3,10,9,0.0,2
0.0,0.04,0.0,Mar,Returning_Visitor,0,16,980.25,3,3,10,16,0.0,0
0.022807018,0.036550087,0.0,Mar,Returning_Visitor,0,60,1218.443074,3,3,10,60,0.0,2
0.018181818,0.031818182,0.0,Mar,Returning_Visitor,0,24,377.6666667,3,3,10,24,0.0,2
0.023529412,0.046470588,0.0,Mar,Returning_Visitor,0,19,1489.083333,3,3,10,19,0.0,2
0.016666667,0.030833333,0.0,Mar,Returning_Visitor,0,29,3609.333333,3,3,10,29,0.0,0
0.0,0.00952381,0.0,Mar,Returning_Visitor,0,7,753.0,3,3,10,7,0.0,3
0.0,0.019354839,0.0,Mar,Returning_Visitor,0,31,688.1666667,3,3,10,31,0.0,3
0.015384615,0.041025641,0.0,Mar,Returning_Visitor,0,14,811.0,3,3,10,14,0.0,3
0.033333333,0.048148148,0.0,Mar,Returning_Visitor,0,10,437.25,3,3,10,10,0.0,2
0.005,0.01805276,4.368515556,Mar,Returning_Visitor,1,48,1063.644769,3,3,10,48,4.289651793,2
0.012676056,0.015201207,0.0,Mar,Returning_Visitor,0,73,3009.711904,3,3,10,73,0.0,0
0.007246377,0.022253906,0.0,Mar,Returning_Visitor,0,49,2743.582143,3,3,10,49,0.0,0
0.0,0.05,0.0,Mar,Returning_Visitor,0,18,5188.5,3,3,10,18,0.0,0
0.2,0.2,0.0,Mar,Returning_Visitor,0,2,0.0,3,3,10,2,0.0,1
0.08,0.12,0.0,Mar,Returning_Visitor,0,5,57.0,3,3,10,5,0.0,1
0.0,0.1,0.0,Mar,Returning_Visitor,0,2,8.0,3,3,10,2,0.0,1
0.01,0.025666667,0.0,Mar,Returning_Visitor,0,23,1527.159091,3,3,10,23,0.0,2
0.0,0.05,0.0,Mar,Returning_Visitor,0,3,33.0,3,3,10,3,0.0,1
0.0,0.02,0.0,Mar,Returning_Visitor,0,9,2762.5,3,3,10,9,0.0,0
0.0,0.01037037,0.0,Mar,Returning_Visitor,0,45,844.25,3,3,10,45,0.0,3
0.0,0.033333333,0.0,Mar,New_Visitor,0,8,188.0,3,1,10,8,0.0,1
0.015555556,0.033862434,0.0,Mar,Returning_Visitor,0,17,578.375,3,3,10,17,0.0,3
0.2,0.2,0.0,Mar,Returning_Visitor,0,1,0.0,3,3,10,1,0.0,1
0.006451613,0.018709677,8.772473118,Mar,Returning_Visitor,1,31,2138.761905,3,3,10,31,8.608342979,3
0.0,0.066666667,0.0,Mar,Returning_Visitor,0,9,116.3333333,3,3,10,9,0.0,1
0.0,0.02,0.0,Mar,Returning_Visitor,0,30,397.0,3,3,10,30,0.0,2
0.0,0.003329865,51.46331148,Mar,Returning_Visitor,1,63,5220.083333,3,3,10,63,51.2919456,0
0.0,0.011666667,0.0,Mar,Returning_Visitor,0,20,219.3333333,3,3,10,20,0.0,1
0.0,0.04,0.0,Mar,Returning_Visitor,0,5,74.0,3,3,10,5,0.0,1
0.0,0.033846154,0.0,Mar,Returning_Visitor,0,15,1559.6,3,3,10,15,0.0,2
0.0,0.016666667,0.0,Mar,Returning_Visitor,0,6,236.5,3,3,10,6,0.0,2
0.035714286,0.053571429,0.0,Mar,Returning_Visitor,0,15,358.6666667,3,3,10,15,0.0,2
0.2,0.2,0.0,Mar,Returning_Visitor,0,1,0.0,3,3,10,1,0.0,1
0.0,0.014285714,0.0,Mar,New_Visitor,0,15,299.5,3,1,10,15,0.0,2
0.0,0.004545455,0.0,Mar,Returning_Visitor,0,46,628.7666667,3,3,10,46,0.0,3
0.02,0.013333333,0.0,Mar,Returning_Visitor,0,5,75.5,3,3,10,5,0.0,1
0.0,0.05,0.0,Mar,Returning_Visitor,0,2,153.0,3,3,10,2,0.0,1
0.0,0.016666667,38.99,Mar,Returning_Visitor,1,14,212.2,3,3,10,14,38.34016665,1
0.016666667,0.05,0.0,Mar,Returning_Visitor,0,18,3658.5,3,3,10,18,0.0,0
0.0,0.025,0.0,Mar,Returning_Visitor,0,5,1162.5,3,3,10,5,0.0,2
0.014583333,0.039583333,0.0,Mar,Returning_Visitor,0,32,556.6,3,3,10,32,0.0,3
0.0,0.033333333,0.0,Mar,Returning_Visitor,0,3,41.0,3,3,10,3,0.0,1
