PC1,PC2
-1067.0941584296356,-5.347959466263577
2666.345588320025,8.574583920785441
-1279.7787606350446,-4.184142402516944
-542.8806126356592,-16.596950611086037
-1086.9143015134264,4.035030288843457
-835.5488667687116,9.111578325255616
-553.5175342126029,0.5982340360727143
-126.10550059683237,-5.004140773769785
-1311.8508537671248,-7.553881652293966
-1315.8305357447098,-6.476830657387023
-906.7176537259263,5.50718210411118
-1323.8681134459443,-8.3181757861153
1676.7585543560356,7.075302639992808
-1069.8971389013075,-12.285704779964448
-1256.7636055218395,-3.634964625606787
-1266.8203532019686,-6.436018959441583
-1083.2823396551462,-2.031480173633315
-772.6699876671572,-12.103014549355226
280.55586112156766,13.544721425024191
-944.3233751052353,-9.745301895851213
-769.5146434219469,-5.1700125357652995
715.6886999222988,-15.230096201552831
-1220.8487046231987,-8.334317319042565
233.91174795089955,11.17905225937479
-792.6242161650644,-8.717204347371737
478.30342926110643,45.370069001337185
-1323.8681134459443,-8.3181757861153
726.6813349147903,-6.891192628591259
466.97850598095715,0.32990037971121744
-1087.7372682908945,-3.9428336814441787
-453.4624060375054,-0.3614387832296835
-298.477902689516,19.59235936535645
-308.0633442589302,-11.198923966887513
-360.9562509915853,11.821035940405311
-440.93927851692797,-20.591233587828818
-1299.8531488977453,-7.788517509864403
625.6939100841953,-4.730143391743978
-832.4629775196638,-0.9412057900628241
-1168.7710902457009,3.637394291298053
-374.8440704538489,12.092638057688204
-825.2951803976232,-3.082045752198039
-1034.8451722907841,-9.973450426146446
-644.4547241839226,-6.616530841368851
-705.938719011173,7.576076135094722
-1039.603436232656,2.673993088317694
-1303.8328302257107,-6.711433289051962
-1301.8527663759753,-7.749411533602664
-424.54494794633285,30.05177284968788
-1323.8681134459443,-8.3181757861153
48.592955589220765,1.8131030765842748
-1143.7461113727832,-3.8467412987835683
4423.511680337377,34.02776798293463
-1035.3450765883497,-9.963669998835925
-1323.8485600094282,-7.319314006479791
-1131.8070666348083,-7.0779535177106725
-368.87564586141843,-1.0142570508980793
-1323.8681134459443,-8.3181757861153
-820.6905678971062,-4.16917939921699
223.11824095683414,1.397696310661301
-1182.2329675765172,-1.0955600879829657
-1012.898744920107,-4.409356036516499
-1142.7658565364725,-4.86517974824984
-1078.1022619227115,2.861274737033156
-806.1521964224011,1.5419665125247963
-965.6548412869718,-4.3318776829003145
-978.7538732392618,6.915981894757737
-477.736616734888,-9.87698156797864
435.79865099277345,-12.75407683981662
1978.8912222487404,-52.924375136792335
-1058.5175198360662,-1.516549962146458
-772.9410812533542,-2.1074324582171107
-1231.7879406998857,-5.122663095546648
-1044.8823666989501,-11.775651970620347
438.0709973809128,-16.795504602576365
-1245.7657602138484,-3.8522243342197537
671.3895138398757,5.443527924929013
-690.3546150081983,-8.716603155884636
-1168.8195436547664,-7.353366281124435
-509.32840997523965,-14.257545631984502
-863.1484360520931,2.6566228779850594
-504.4466362536573,-20.34631409082853
-655.7092641265534,8.590069734978462
-896.8715663793116,-12.671767508100574
-557.1703264425589,-4.421780004475211
-1323.8681134459443,-8.3181757861153
1100.9222754902346,-42.74887143800026
-587.6765219236943,-5.730602707192351
-685.0736540067084,-6.821404911117847
-746.8220416179071,-11.609260517920474
-1242.8249434632098,-6.9052906745824565
661.1237505035804,-28.15240655316225
-467.83982269243074,2.9196218756000842
-830.5684445164815,3.0187208527267906
-744.6464433225506,-2.658616145385057
-1323.8485600094282,-7.319314006479791
-578.7181609093249,9.08502276304907
3280.067644719128,-64.97396699397373
-283.9105963072748,-20.662340527695243
-1100.871656834996,-10.680723105524022
-622.2676400582433,-10.048170990785897
-690.8387171110979,8.280014275733995
-934.7665821035437,-6.93662180021013
1286.5232744419566,-11.951684353714123
2899.4895369681763,-34.61532591935145
-600.9171427956891,5.522191399903193
-1323.8681134459443,-8.3181757861153
1163.9187107360187,-18.00054264281539
-1110.8350640249305,1.5050959473025678
-802.557136506402,2.4709009770654173
-1203.7737930613184,-4.673443842199979
-1227.151927499939,1.7813720348785171
-1056.7823043857486,-6.546707214850957
-842.6565992479865,-10.734297640373828
1203.7070409110931,-54.751465741637816
385.01306187063847,-15.28430133139749
-1034.3061609864872,-7.985499989587845
-1313.8700246818707,-8.513637455667734
-646.9542460159204,-6.567647993910435
-1287.816337354581,-6.0254389946127205
-1233.7485018599582,-3.087995789991398
-692.9454479857056,-5.668209413569635
325.7661326808966,-17.596910846653355
-1246.8046250695434,-5.828221662296158
-1220.0843982638792,-3.3530446209704925
3434.3355849891577,-76.3919017320315
-1001.2538127664211,-5.634188139173052
-404.8483460423596,-16.29866298589532
1817.900303486091,33.37936049525578
1645.3513583010147,2.992181889404959
-241.65220323740868,-2.415626955041067
-1215.931333784627,-0.43870202209377496
-772.2389508891639,-7.115221222475009
-234.52889848537575,-1.643155960221649
-131.42737399436987,12.32840781853418
-1009.3109429431254,-8.474347299328866
10846.168633608964,32.04323345220655
1196.855267253393,-18.644663533458708
771.2134776817354,-15.979877107630008
87.52259372744084,-14.936134234554915
-1323.8681134459443,-8.3181757861153
-396.5659206147867,-10.465171090836222
-640.8799480355041,23.29089285533012
-1188.3353674214181,-7.970941638531912
-883.2568277088621,-6.942558165274139
-1255.3616596231734,-8.658604504380884
-901.2933529856195,8.398841531275815
-629.2120683183317,3.077813026618628
-1084.855162683048,-9.99466279925988
-97.4953052262781,-5.322348827943387
-1185.7380781510765,-3.025502099821666
-768.044181509997,2.795188121867236
-827.0957997866307,-12.037855780791272
-1218.898401725573,-2.3770136012879943
-1271.7998433890348,-5.339388305885228
-793.9108197445821,-15.68459021183315
-695.4560381413122,19.362002173286548
-1323.8681134459443,-8.3181757861153
-1207.2926265915696,-5.601711304752957
-1179.7587793725133,-4.141692956896625
-614.6144096105347,6.7893226289918065
1497.6117031458773,-62.49777830003799
-1197.774890192466,-4.788605165001851
-1138.805728154174,-6.941101480370991
-1105.8120395714022,-7.586339600036238
-838.7211418614155,11.172111566813163
-883.7669900907135,1.0592024526334232
-551.8855319995566,-1.4321623131775905
670.2858122699515,-4.280126984534309
-654.2913309966458,-2.429345056886513
-1304.8326389648257,-6.691880300921092
-850.4102714064995,-6.587856417337244
-662.764372029073,0.7340854027004013
-1275.8381855304922,-7.258916956716315
-963.4515291416933,7.615957973772973
-1152.7443900888104,-3.6707679018235586
961.1820478071734,18.939392720662212
-1024.2298603307654,-4.185607822584749
-177.37230468671987,-19.748117928185387
-661.7281930437563,27.693420450240552
-700.949882562582,15.472468711539547
-1102.29315532858,-6.655901291826165
-881.3201446148994,25.994626644624844
-129.65059077310752,11.294430572123447
-1062.6638362999734,-0.4362233790077852
-1313.8309176168602,-6.515903407743265
-1259.841245704653,-7.571764766810231
-520.6743624654908,54.914370942887466
56.81672091580185,4.6500046202555545
-1270.8000351980738,-5.358969882698671
1331.4564034136413,-43.26039796575866
-1296.8341697015258,-6.848337431873548
-1068.6822418731845,-1.3177515669967228
-1102.3909226345756,-11.650216932730842
-1098.793825184639,-6.724359980232572
-1198.7746986531724,-4.769037937197234
-1000.7148014780673,-3.6462388002423056
918.2954601578151,-13.196938785913721
3222.2464413437683,9.859903808368143
-1207.8120842440603,-6.5907881994000785
-1323.8485600094282,-7.319314006479791
276.05965105713744,-10.62937110662224
-534.667105349739,-5.768051246385683
-835.3833290187166,-13.874280354730722
-72.96847648293306,-7.800500641744703
224.7258781019143,-1.6336517230702476
-828.84546507094,-12.003637552102742
-969.466535387718,8.732848055443577
-1323.8485600094282,-7.319314006479791
-910.6342473406294,-0.4116762273523573
799.3839562611686,1.556367429655376
-92.2785116145401,1.5703540447733513
-981.9539375659238,0.9830929690454866
-1323.8681134459443,-8.3181757861153
362.5337604492097,-21.313705899905635
-848.8221373212725,-10.6158973441607
838.3625681162123,-16.629939978648462
-807.3261827211487,8.55963374009057
-1310.870598464526,-8.572296420060344
-932.709114743479,13.010195748477225
-1070.7209662929147,-3.2763728907360585
-1097.1767915017085,-0.7605206605440973
235.33031858952654,28.138460482242806
1362.5667724616694,27.400781580300304
-860.3300945811735,-2.3947207564031228
-344.2828933429396,-12.797041964979838
160.06314505518571,-26.34723616290256
-818.9060382224559,-15.195765508561404
-133.6275156386405,7.37523333067548
-1047.881793012284,-11.71699825055462
-1089.8737598631335,-10.895762260404322
-1110.7449316495772,-3.00175291383651
1977.5606068587965,-14.511855014907155
5396.6698778435175,54.1035538503657
1772.5673757954794,-13.417726858282933
689.1210195902092,-5.458841558464466
-510.97134831663425,-3.942050732443078
-1198.696485286228,-0.7736109137629885
-953.6064696386843,1.4279666300412135
116.88431994279563,-9.514889708197636
-167.20844368330904,-2.9597221471988187
5062.832334665774,-32.297384300791826
-996.7740730541682,19.25933597808377
-766.807070613149,7.605500207318039
-952.1458635619349,-0.5990946675220137
-1310.7728321972277,-3.578032996365611
-985.443060745713,-6.942615421431601
-718.8180507605429,-3.16372624016537
-307.52342196332836,-26.19599821006227
-1059.605800316842,2.499540754734303
-310.6627963244497,-11.145918008209165
1877.0009962504944,-13.959695436991527
674.4724844212101,5.34517803309809
-286.31235032179916,-15.619115767340446
556.3631633630193,-2.1217626079633725
319.95814536976536,-4.3894264594912515
-940.3241395645331,-9.823483870647912
-159.9848902884562,3.893718365763986
-1289.8159551760418,-5.9863500712900475
-253.07311669653836,-0.571624533614715
-1323.8681134459443,-8.3181757861153
-1044.843259653137,-9.777918971539714
-49.809130704675454,-9.252651689783347
529.4655993578497,4.498400071668545
-1241.7273675620827,-1.9305358882774044
-552.5998484898538,-6.4144418012870545
-1014.8112876345122,11.618118457530842
-628.3273664268045,-7.931170754618089
-1287.7967834308497,-5.026552295526566
270.9938208850483,6.589198652235334
-549.1396750203403,-8.482747972117648
952.3025322782503,29.105492614152787
-1318.8495149409293,-7.417010735377877
-1260.8606077842949,-8.551068313987985
-451.5159230325896,-2.8901535336922377
34.52639142282828,18.076111382065108
-438.38276815135134,16.33296776323739
211.22426831273378,-14.357608681014295
-1263.2037021620579,-0.5112921345174115
-807.7126074870562,-5.4222174707646005
-1323.8681134459443,-8.3181757861153
-934.7860845532336,-7.933297750397626
-779.1593983665207,-2.982905734394601
-1065.035880663455,-2.390481283592318
-1306.85181007155,-7.651646592948315
-634.4991431271403,-10.808210277994558
865.9647531303951,-13.773231087421568
-390.31711628595826,-10.58739206035083
-888.3330121947597,3.1491563032765377
-949.744159548975,-5.644454010714622
-583.3414193643896,-0.8169877279997042
-1323.8681134459443,-8.3181757861153
-1267.859269246067,-8.414213130052236
-1009.7757164973202,7.522675407433772
-831.9435196562868,0.047877539524398216
102.27487573398435,-19.22162806507961
-630.66388244663,-0.019555126977035542
-1122.1329025309878,1.726057502731413
-791.9182941609276,-4.731870460208358
-993.6379768746531,0.21018706448609947
-1237.9049750820832,5.988643430024993
-1195.2558146091849,-3.8386104922353255
-1168.4964809520382,0.6342890820578511
-385.13845456537786,32.42426815515059
108.47027737703297,23.62471978298371
-1239.786410420827,-4.966228701845922
-1156.4627845752243,-0.600291182691997
-927.2288588507063,-5.083368038584545
-1301.8527660880077,-7.749395800622325
-952.8608556545616,-11.576793879579732
890.5832370624928,-2.662544293441914
-1293.3152849324983,-5.9178726404637025
-679.4828944873344,5.060188054578321
603.8447328349073,-12.043535632070327
-455.3982088235258,-1.3206553678493957
-25.989703218619752,-5.41649375547785
210.18726469320745,24.891389501998262
1285.4847760199284,60.862931433148326
301.27046160709097,8.847489339633219
834.931269929197,2.422807212431758
-991.79478701471,-7.819820041446325
-1283.8757625084222,-9.100227099593827
1076.2228982521772,-31.274152509715215
-553.9575530660497,10.525324133740261
-772.875729482967,-14.097485527588189
2374.6486523265503,5.504769335315787
-1120.7309566816875,-3.297585073125476
-777.3379755741497,-7.015506874975161
-350.1968643208363,5.615156628594333
-608.4693110296597,-8.321695380331066
-349.270540869347,-21.382607400536845
-56.92229444353097,9.872106784545627
-1047.7449190697864,-4.724970462577693
627.8758672247695,-40.49237148792749
-1100.7934422199075,-6.68523077402247
-1062.8789240990084,-11.423703428591574
48.96041313473211,-15.181242060290234
-53.31780708206725,-18.17723057353557
-789.6684584582508,22.203728404797253
-1282.8172936590063,-6.123203935267069
-1113.8692205887185,-10.428676374711776
-1284.5082981790454,-3.092376252429271
4927.830173302287,-54.426456011793526
-873.8173049837294,-10.124896176309955
-1323.8681134459443,-8.3181757861153
-885.2470992346255,2.089554980418635
-497.73279156638137,-9.485924493078825
-1323.8681134459443,-8.3181757861153
-1004.8313568248035,-9.561186156927201
-175.81393122679424,-16.780859925355468
-687.0205667165616,3.209122018414565
-679.2198447624003,-1.9396502941231004
-448.78127017907184,-12.44174208272071
-327.9021799104604,-19.801961545835574
1839.5411710792152,-37.20895827616057
1972.1280296939606,9.380963464316109
-1309.8316826604002,-6.594115360266743
250.51836880162,13.222259511386037
-893.6766563766371,-2.7439722695979567
2451.367997027138,-33.18638041113809
2117.8059268739316,-6.56810792236094
-656.105570563449,15.594706166886466
-120.39172746679174,9.11486174144303
-1323.829006572912,-6.320452226844283
-206.37696537095712,-11.186907994721947
-1112.7520403076726,-4.452876351756262
-423.01461291945805,6.0399854104962944
-1282.4253636106803,-3.133127952507669
-788.3336577002684,-11.796671791767459
-688.4216514268785,-8.7544027384107
480.51573145508223,5.527372749611068
1194.5461849517567,-18.599506639465076
-200.04208295350372,5.122419592060075
-915.0551731223369,3.6717487148475687
-1047.666755642066,-0.7316741617715756
-466.9643068766376,-6.092853940893473
-639.9245051375941,-0.1787121445865072
-1065.300232342012,-7.379380587479243
-813.1956286092856,-3.8483501363605663
-722.9397100700213,-5.08161489991168
1538.992352700968,-5.3156375729621725
356.35517665804105,-14.198162278891292
-803.9242180745341,-3.4978298778175567
-1323.8681134459443,-8.3181757861153
-650.8012961465212,-11.488642688395917
-1150.3426352390609,-8.71394994317808
-1167.071415605181,3.6041424117403196
-749.0535952872676,0.4253123941665997
-712.7996450444256,-2.2821908625020138
6653.923408878175,-38.31437210255983
396.194817918494,10.003812092511437
66.22820522890106,-25.51137745566728
1854.1082709180225,19.562014206808293
-643.4116166366782,8.349567913299955
-867.2476518452377,2.736791718125005
-178.9357812111432,-18.718286435228123
673.0438611550476,36.96850354701983
-884.537886720884,11.068892486306153
-801.5577428469883,6.878380387050376
-1247.7262202407378,-1.8132305331731127
-1120.2897634549224,-6.306124344643909
-374.65180581369407,4.0927504369713095
-801.549320441459,3.1866048319056794
-677.8403424402014,-8.961351403204425
-1181.758396775117,-4.102583698492237
-1298.7751260286088,-3.8126024021246057
