Dimension 1,Dimension 2,Cluster
8.351604,66.53542,2
31.421417,78.81734,2
-61.511734,27.35081,1
-11.734875,-84.79577,3
-60.04022,9.868828,1
-113.97011,2.5885785,1
-39.87323,69.14574,2
37.570763,11.372144,0
-112.80982,2.7812297,1
-2.142164,17.90997,2
-6.4337106,60.553677,2
39.397305,-1.8827941,0
14.041331,-29.83918,3
-41.400917,38.41623,2
-26.967884,-70.86413,3
-34.444366,-4.123688,1
-17.451448,43.03378,2
35.444984,-34.57899,3
9.814339,-80.65674,3
36.84298,-39.515068,3
-105.836586,-0.95044845,1
-50.18417,69.680115,2
63.155163,1.8502183,0
-112.80982,2.7812297,1
7.482803,-56.012726,3
-35.27568,-21.630062,1
-70.82501,-2.295839,1
62.85598,-29.663397,0
-21.127234,10.759857,2
11.152173,-11.858918,3
-22.414293,10.86764,2
73.65965,51.57098,0
-58.925373,17.797058,1
-14.181902,-36.095444,3
30.06168,78.56312,2
-19.920929,19.67102,2
-30.002588,34.234283,2
86.908585,31.253696,0
-66.95698,34.71555,1
5.863632,-64.480965,3
-24.788403,19.687944,2
-2.0563083,0.55459654,2
11.641373,-70.324394,3
10.39479,49.984226,2
-98.34804,30.394005,1
-100.67272,26.720276,1
-10.383796,43.682636,2
-112.80982,2.7812297,1
62.671055,19.512724,0
-28.2126,34.843124,2
-60.793114,7.951735,1
-60.665997,18.304623,1
-22.344221,21.223463,2
-16.53331,-27.974522,3
38.22283,29.711056,0
-9.206099,72.02249,2
-15.700066,-29.464762,3
34.974182,-44.677647,3
-75.42833,-23.605425,1
40.687725,36.782772,0
-13.181299,-20.159464,3
43.893448,-6.455263,0
-113.97011,2.5885785,1
34.596394,-46.20583,3
45.705948,-10.242997,0
-20.704777,17.171984,2
9.340128,-37.300007,3
20.313831,8.521509,0
21.330475,2.3231244,0
19.110733,-12.202493,3
15.620707,-34.930187,3
-87.75654,39.85143,1
39.2397,-31.79463,3
-5.001996,-1.5925562,3
-38.852924,-28.954956,1
19.164764,-15.584183,3
-6.113651,-4.0984287,3
-41.986324,49.935238,2
-11.88456,-88.454834,3
-23.188377,-64.53394,3
-45.342033,39.87815,2
-93.243355,36.82079,1
-89.45307,39.174934,1
12.1643715,-25.166285,3
-112.80982,2.7812297,1
28.98329,78.89551,2
-38.324722,-11.043504,1
83.07789,-28.575071,0
-41.93232,49.870262,2
-107.349174,-0.5385744,1
-37.62958,-5.282196,1
22.702446,-15.187489,3
-112.80982,2.7812297,1
-6.7533154,-5.5194235,3
39.57298,39.804596,0
-43.790565,-38.37825,1
-44.753452,62.221226,2
-38.57895,-10.63294,1
-23.78598,22.493282,2
-7.5069404,-14.27133,3
-23.362957,81.85578,2
-30.319714,74.05152,2
4.7202506,-43.416527,3
37.813496,-2.4455974,0
61.549355,43.18893,0
-37.008022,35.38269,2
-15.023996,-29.526869,3
-74.01037,-14.182343,1
-37.681446,46.215008,2
37.521152,-2.5819626,0
-69.549934,-2.1931567,1
36.7436,-37.48868,3
-27.004047,-71.94842,3
-34.79893,-30.340343,1
4.1491857,-54.878727,3
-4.876159,20.70109,2
3.7714484,-53.684196,3
-13.338534,-82.89687,3
-3.1757507,44.35455,2
1.0901057,-70.7899,3
-112.80982,2.7812297,1
63.63465,-45.55324,0
12.052608,-82.91912,3
-25.762085,-73.201385,3
-24.906559,-44.34247,3
-71.86695,-3.3654213,1
39.473442,-36.073677,3
7.8178062,-42.402523,3
-4.3825,-2.320807,3
-24.310804,-47.28196,3
-107.34933,-0.53853077,1
9.398425,-79.67799,3
84.58603,4.087685,0
12.954559,9.2091875,2
-20.064598,7.031947,2
-1.8780553,-91.98985,3
-21.301437,-68.86395,3
-8.186565,68.903015,2
62.88616,-19.86395,0
88.69609,20.593777,0
5.402219,-85.17044,3
-112.80982,2.7812297,1
63.042637,-35.190216,0
-26.839426,5.153992,1
-7.712797,-14.887301,3
-68.79493,-35.99108,1
-71.87323,-15.946611,1
-35.196537,37.482243,2
-7.4466844,8.355182,2
64.95793,-31.175962,0
37.812794,6.1818027,0
-42.195587,49.950653,2
-99.55724,28.295773,1
-12.235342,-88.23178,3
-73.38119,39.741264,1
-72.980354,-11.00986,1
-27.002787,-71.16203,3
36.745674,16.9006,0
-70.020935,-1.2075568,1
-72.96671,-23.262194,1
82.9745,0.082860515,0
-40.581,67.282196,2
21.209602,-25.807634,3
61.62633,31.347422,0
63.1595,17.119339,0
14.40607,19.12806,2
-71.179085,-24.330118,1
-15.887763,-28.583376,3
14.423834,20.179304,2
14.080253,48.599007,2
-42.295094,63.679047,2
112.94229,9.93385,0
63.729565,-31.517363,0
36.027416,-52.42998,3
34.550053,71.983246,2
-112.80982,2.7812297,1
21.395864,-24.02248,3
-8.596754,-83.30669,3
-46.66425,-42.893433,1
-4.67238,35.331917,2
-64.274315,6.6175027,1
-10.402868,42.842327,2
-6.687394,-87.16477,3
-19.842531,19.640272,2
10.231348,57.42714,2
-45.705994,-40.18179,1
-14.480727,-31.139704,3
-8.051048,-3.0451229,3
-72.38357,-23.583702,1
-61.728645,27.03405,1
-13.93146,-19.892824,3
-19.946655,-68.470695,3
-112.80982,2.7812297,1
-70.02887,-34.350105,1
-42.586536,-38.98656,1
1.9326328,-86.567795,3
64.61563,4.282308,0
-58.98113,-42.61212,1
-38.83815,-8.388325,1
-22.169243,5.139433,1
-1.599244,1.203377,2
-6.959334,35.0311,2
11.849947,-70.45961,3
37.35781,-37.633278,3
-16.156647,-85.11294,3
-93.638084,36.41619,1
-5.5460634,10.63397,2
-17.637106,-82.26107,3
-62.572216,30.173046,1
-24.71374,73.62296,2
-33.620495,-19.681545,1
54.272568,-57.877495,3
-46.094727,53.50572,2
10.090337,35.681324,2
-12.896558,-79.94966,3
-20.713678,-65.6188,3
-21.095133,7.198896,2
-7.8847895,26.937998,2
13.933618,48.800716,2
-32.68565,33.8781,2
-99.731255,28.082182,1
-61.335903,11.545874,1
13.609276,-60.73053,3
30.241983,78.44765,2
-61.5595,26.529053,1
63.184208,-15.514299,0
-84.557655,40.592636,1
-30.071196,32.36696,2
-20.143469,6.630674,2
-20.451294,8.595198,2
-59.351177,-42.502125,1
-40.49342,67.74741,2
49.879795,-63.36098,3
86.2073,6.3109565,0
-70.51109,-34.299835,1
-107.349174,-0.53856945,1
36.24682,26.886269,0
7.155688,-62.98762,3
-8.637781,-1.3638273,2
9.659162,62.560284,2
39.365208,39.76863,0
-8.075364,-2.7265866,3
-26.24367,73.60051,2
-107.3484,-0.5388505,1
-8.419018,54.112812,2
35.570698,-56.66245,3
11.327728,58.153694,2
-32.95536,76.56337,2
-112.80982,2.7812297,1
37.442253,11.917954,0
-6.666676,9.657923,2
39.046036,-61.880512,3
-4.8533635,-13.019212,3
-97.99214,30.972958,1
-14.1046505,63.76891,2
-29.0207,32.5447,2
-22.295666,11.05202,2
42.364952,35.98098,0
60.94615,-9.428397,0
-4.015852,16.024946,2
11.3485,-7.875254,3
43.81306,53.772293,2
-9.911186,-7.736793,3
13.528863,48.024094,2
-37.362347,45.798573,2
-19.424288,17.614973,2
-39.854397,19.142729,1
60.502796,43.99253,0
98.82867,-26.369223,0
60.46765,27.164173,0
35.77488,-40.140217,3
13.02965,-56.202175,3
-59.477505,-44.343914,1
-18.792078,73.587685,2
41.444504,66.424774,2
12.896655,38.82523,2
93.87544,-30.377552,0
-47.90433,72.677185,2
-13.127838,-43.581867,3
-18.575975,73.96931,2
-98.2991,32.38359,1
-35.263596,78.00734,2
-26.814743,-58.707138,3
22.732674,1.9812742,0
-37.94023,34.30217,2
21.455477,1.9608247,0
58.60184,35.00439,0
36.648026,-37.555748,3
13.482399,8.8625555,2
40.47773,-20.672016,0
38.415558,18.903156,0
-8.705347,70.98342,2
13.961373,41.120373,2
-74.834206,40.29926,1
8.614135,-0.013768696,2
-112.80982,2.7812297,1
-37.802795,46.22539,2
10.203111,67.63933,2
40.570637,-16.666342,0
-70.58238,-6.1807365,1
12.508631,-70.87126,3
-50.187336,69.88914,2
-3.0005949,-91.78239,3
-73.429955,39.54675,1
37.890484,31.408041,0
12.907879,-70.53087,3
53.621227,-57.669655,3
-102.11503,24.908588,1
-61.266056,12.141295,1
7.5616355,-35.962097,3
27.33598,81.82182,2
10.132167,-31.435867,3
38.44178,42.10089,2
-57.53204,16.66455,1
-8.399379,-13.299841,3
-112.469055,3.993567,1
-8.148296,69.0092,2
-13.555407,-25.268488,3
-31.75684,33.835587,2
-95.05139,34.97437,1
-9.886312,-90.492195,3
43.90204,-63.625477,3
21.985306,-23.201994,3
-7.7414308,35.5356,2
-17.685934,78.45036,2
11.199175,-81.19185,3
-112.469055,3.993567,1
-61.39093,19.772749,1
-49.76977,69.60414,2
-4.8669825,-1.762806,3
41.882164,68.37725,2
-5.121871,-79.001785,3
-32.501736,-0.33171985,1
-12.297282,-20.85482,3
-44.086857,73.23833,2
-74.40553,-9.30653,1
-58.047066,-43.220974,1
-38.782818,-29.14448,1
16.857143,-16.186834,3
39.0799,62.79569,2
-72.19519,-5.843058,1
-35.142494,-21.287876,1
-8.175331,64.5767,2
-89.45313,39.175003,1
-18.423042,79.487114,2
47.257187,-62.933136,3
-79.04318,40.41438,1
-18.921534,-76.753525,3
40.964546,-26.682245,0
9.197551,-37.49617,3
11.623817,72.828445,2
34.173546,49.380817,2
58.212433,-21.119518,0
38.719124,22.061077,0
37.06304,-61.112144,3
-39.161575,70.778366,2
-68.19479,36.921406,1
63.361423,-47.010815,0
4.6539893,-70.18975,3
-16.67483,-27.927834,3
81.079216,45.758823,0
-30.353613,-0.7757146,1
-14.95898,-26.68793,3
19.847557,-9.6491165,3
1.7946235,-91.6946,3
24.99614,-7.0684013,0
12.87465,65.871284,2
-40.648148,38.82149,2
41.36984,-33.848743,3
-20.77485,7.7933617,2
-30.2252,36.323204,2
27.130764,76.260765,2
8.880218,66.89898,2
-8.324211,-26.001026,3
-67.9615,36.407818,1
-25.069036,0.7378204,1
-69.72485,38.841553,1
91.29103,-30.99973,0
-2.0697083,32.040775,2
-112.469055,3.993567,1
-7.261137,35.175983,2
4.8683405,-51.594868,3
-112.469055,3.993567,1
-41.46226,65.05241,2
10.284657,35.82892,2
-24.805279,-71.94911,3
-22.008402,-77.81722,3
7.942152,-36.988308,3
23.48195,-1.7160891,0
57.5778,32.155098,0
59.594925,44.6227,0
-97.33398,32.342854,1
40.304794,34.808,0
-6.8040433,39.56567,2
85.06975,43.61509,0
67.805626,49.971653,0
-12.918147,-81.82399,3
13.225004,50.379574,2
-105.836525,-0.95014066,1
11.975446,28.257141,2
-25.450792,2.6005876,1
13.872763,-27.425728,3
-69.14477,38.588997,1
-14.085058,-20.498148,3
-26.731884,-72.271225,3
41.436684,-8.422949,0
63.717056,-31.630695,0
22.271301,34.64555,2
-9.551761,55.909744,2
-41.54919,38.18342,2
6.58783,-41.527115,3
-5.0416822,-76.879166,3
-30.571585,35.267742,2
-17.06553,-11.312795,3
-27.194384,-56.85296,3
65.543144,8.043177,0
37.918217,12.558141,0
-8.455894,-14.39907,3
-112.469055,3.993567,1
-16.837353,-87.173935,3
-32.374443,-19.434267,1
-38.630642,-28.404367,1
-23.506388,-46.463947,3
-27.35129,-62.615715,3
107.864075,-12.575453,0
41.40537,3.717145,0
32.011387,73.03666,2
60.59927,34.107784,0
-9.925308,-85.14513,3
-4.4989886,21.04688,2
10.181589,35.50348,2
34.00418,-34.83406,3
-8.434939,31.661682,2
-14.558772,-12.954516,3
-67.871735,-1.407051,1
-29.214716,-1.5494534,1
21.19799,-16.19725,3
-14.942738,-12.76828,3
-23.197195,-78.73599,3
-43.336914,-39.43172,1
-86.34205,38.4926,1
1.9524229,-91.58856,3
12.455381,58.22557,2
-79.07036,40.722054,1
-22.522936,22.455853,2
-58.040936,-45.49106,1
42.333797,-21.99727,0
-3.4549122,44.65642,2
9.280065,47.801647,2
-10.346385,-88.90609,3
59.603157,43.905792,0
9.381043,45.994194,2
-61.093624,17.328306,1
113.57987,12.8229885,0
-44.94536,-41.029892,1
-27.252674,-49.668797,3
10.0285,-6.580805,3
-85.13994,40.117355,1
-107.349174,-0.53856945,1
-105.836525,-0.95014066,1
-2.632075,-75.40777,3
-20.793541,22.32282,2
-36.38664,38.049225,2
33.73506,76.6196,2
62.11478,-19.273691,0
-37.922295,-7.583636,1
-69.40173,-35.685932,1
10.265554,74.15337,2
10.556384,26.441109,2
10.810557,46.031208,2
-13.783585,-20.036469,3
-37.87437,-33.84973,1
20.50718,-23.018248,3
-95.976906,33.964283,1
-59.37034,17.427404,1
-24.795752,4.225609,1
-105.836525,-0.95014066,1
-43.423615,-39.824516,1
-42.905205,-40.127426,1
84.63547,-28.856524,0
37.69736,4.366121,0
-60.29747,-44.700794,1
51.029903,-59.592487,3
-40.676525,38.34848,2
31.264473,77.82132,2
-105.317406,-1.0892533,1
-64.713524,4.9262037,1
-41.25617,36.874184,2
39.04027,7.248151,0
-44.22632,39.829826,2
-9.350717,-89.616486,3
-20.559013,-65.38452,3
14.6006975,-27.68083,3
-61.093624,17.328306,1
-14.539605,-30.90831,3
-29.093151,-1.7317642,1
42.888817,4.3206315,0
36.66881,70.55971,2
61.25256,-52.885273,3
41.484447,49.224545,2
-14.565629,-30.377148,3
-38.89583,-10.156563,1
61.84221,-17.086555,0
-45.435116,57.685284,2
4.508957,-43.894405,3
23.158915,-15.5663185,3
-97.96369,31.119734,1
81.63907,-24.607885,0
15.176522,44.83556,2
20.199638,8.092585,0
-17.413958,-28.428083,3
-8.834207,-24.594116,3
-26.519205,58.040997,2
11.491007,-67.93944,3
-45.351273,57.12128,2
-11.025095,59.582256,2
-72.43685,-9.324797,1
8.658179,-0.854967,3
-61.046017,16.612942,1
-61.82057,28.80527,1
61.343147,13.622425,0
-3.685323,44.98933,2
43.334427,-5.0247626,0
-2.9496307,14.717414,2
-112.08937,3.4091856,1
38.520344,-34.3797,3
9.65666,-62.64483,3
33.800976,75.72551,2
-60.20146,10.1621275,1
6.930363,-83.07015,3
39.147,34.64171,0
-39.657192,61.133984,2
20.753698,-23.48326,3
-74.06219,-17.459656,1
-83.84701,40.876194,1
18.00307,-15.85184,3
-14.170651,-20.385845,3
84.25987,-2.1722097,0
-32.76475,-19.935879,1
23.395418,-17.827658,3
-20.79522,22.342104,2
-74.66569,-16.033945,1
9.08242,-65.93299,3
38.224876,-31.229456,3
10.104454,52.11717,2
-40.242252,67.99013,2
39.327118,46.294636,2
-6.8912983,61.72096,2
-18.12675,46.485134,2
-112.08937,3.4091856,1
-13.464779,66.10097,2
-34.367878,-4.0060616,1
14.805288,-79.07066,3
-19.870636,45.247723,2
-23.338926,-50.11894,3
-39.757236,21.312792,1
-33.84289,-23.63292,1
69.16191,49.604992,0
61.1325,46.054188,0
-78.957436,40.906673,1
-61.2656,27.741653,1
-8.0999775,64.86103,2
-14.597536,-20.908564,3
-28.000843,32.66781,2
88.65985,27.370779,0
-38.47156,46.50146,2
-43.789856,39.640503,2
37.288715,-41.868095,3
14.409566,63.191803,2
-74.34094,-20.185074,1
-7.294104,39.673702,2
14.788581,11.592365,2
11.197689,68.91777,2
13.302782,78.15136,2
-5.3922215,-11.943204,3
61.630608,34.90847,0
38.650047,-31.786438,3
-29.236923,-61.034378,3
-78.46752,40.810944,1
15.972203,6.175904,2
-113.36427,2.0410624,1
-32.191406,-3.429963,1
87.880516,38.05073,0
40.78435,24.349874,0
-113.48575,3.5384736,1
-3.6662521,46.833405,2
-74.32039,-17.550152,1
-33.178055,-26.246529,1
-72.533714,-20.512987,1
18.53328,0.06732211,0
10.055946,1.2339962,2
-10.352059,-23.40635,3
-24.689308,-44.504456,3
-112.469055,3.993567,1
-26.62537,-58.935738,3
16.857206,36.751007,2
-113.48575,3.5384736,1
-7.51787,-2.712743,3
89.108086,22.458632,0
-69.29649,38.770943,1
13.815623,47.266453,2
-60.932556,14.580234,1
100.15074,-25.910828,0
-35.550953,78.53381,2
-28.081726,55.542576,2
34.36604,63.68373,2
-37.728954,-34.949078,1
-23.726894,9.630946,2
-98.85822,29.453876,1
-61.65793,26.419073,1
-8.297524,69.25179,2
-3.463955,48.874832,2
-4.420757,20.587803,2
-10.402302,64.894135,2
59.148468,34.621933,0
38.2014,60.11182,2
23.01998,-15.18913,3
71.36347,49.31479,0
-18.744276,73.32534,2
-22.357683,5.7832766,1
-32.910748,-1.4508696,1
-3.4907038,30.472147,2
-41.014122,66.269844,2
-20.6469,8.076268,2
-85.022896,40.328358,1
21.58996,-24.34208,3
-43.736996,-39.994488,1
107.219604,-13.730757,0
-23.946047,6.4498944,1
-33.809948,77.24774,2
-5.2427487,13.408621,2
18.230026,62.340588,2
-37.471954,-33.794506,1
-74.04064,-20.776485,1
-39.51768,70.29162,2
-32.98532,-20.155415,1
-74.3242,-23.861298,1
26.007416,76.31349,2
-33.362564,78.00605,2
-3.4652119,48.851257,2
-35.199425,-28.390516,1
-113.48575,3.5384736,1
-25.203922,10.054912,2
14.361399,41.068947,2
60.978947,-40.426807,0
-39.571117,70.10055,2
-71.40865,-30.47331,1
12.526164,16.394047,2
14.8993435,19.027039,2
14.714547,13.035714,2
-22.656315,76.30401,2
-15.108511,-29.81393,3
-114.24256,3.2937555,1
37.034782,13.288192,0
-96.81618,33.03931,1
-3.2945602,2.5942698,2
-61.023148,12.368351,1
39.31713,-62.23928,3
-72.29274,39.88655,1
-35.480038,-21.535725,1
-74.5114,-13.4058895,1
-71.11492,-1.7013035,1
-70.1015,-33.396683,1
-0.62120813,-90.86932,3
-16.892784,-86.60485,3
-20.515053,-51.917553,3
-73.95468,39.972984,1
-72.60009,-15.095527,1
-36.86349,-6.5709577,1
48.55644,-65.01313,3
-107.34933,-0.53853077,1
-17.140135,-87.467545,3
61.586304,-29.335838,0
33.29063,-60.46232,3
-62.14686,28.767582,1
-32.42711,34.365116,2
-2.3348575,-91.573006,3
-27.420513,58.007786,2
-20.098127,17.728691,2
-14.264335,-52.317623,3
-70.5807,-0.865257,1
-71.34886,-2.0767856,1
79.659294,-16.53931,0
110.39733,-5.3386245,0
-27.001526,-56.908245,3
-7.827107,35.66275,2
-2.3383348,-9.511469,3
37.920155,-25.467701,0
-28.85707,52.818943,2
40.426506,24.655094,0
-68.686066,0.06916387,1
-59.580173,11.469926,1
9.519855,37.555027,2
-113.48575,3.5384736,1
-64.86533,3.5033069,1
-0.4182685,-77.20643,3
45.27957,9.328181,0
67.27,49.8277,0
-38.28716,-10.626636,1
-35.362434,-27.84707,1
6.107936,-64.49245,3
-72.40366,-32.699333,1
19.184202,-14.9560795,3
-18.072554,79.030266,2
-7.8750663,-14.632524,3
-113.48575,3.5384736,1
11.883157,11.664038,2
-98.425285,30.435781,1
-72.80465,40.4646,1
58.923164,-59.815765,3
20.93834,-17.747654,3
-75.18494,-17.058638,1
-1.4724442,-91.31815,3
9.208623,-4.6689053,3
-31.892706,73.0547,2
37.896103,-29.082968,3
-25.651524,2.3809705,1
-44.94252,73.51138,2
36.404156,16.101057,0
