Dimension 1,Dimension 2,Cluster
-4.876159,20.70109,3
3.7714484,-53.684196,2
-13.338534,-82.89687,2
-3.1757507,44.35455,3
1.0901057,-70.7899,2
-112.80982,2.7812297,3
63.63465,-45.55324,1
12.052608,-82.91912,2
-25.762085,-73.201385,2
-24.906559,-44.34247,2
-71.86695,-3.3654213,3
39.473442,-36.073677,1
7.8178062,-42.402523,2
-4.3825,-2.320807,3
-24.310804,-47.28196,2
-107.34933,-0.53853077,3
9.398425,-79.67799,2
84.58603,4.087685,1
12.954559,9.2091875,0
-20.064598,7.031947,3
-1.8780553,-91.98985,2
-21.301437,-68.86395,2
-8.186565,68.903015,3
62.88616,-19.86395,1
88.69609,20.593777,0
5.402219,-85.17044,2
-112.80982,2.7812297,3
63.042637,-35.190216,1
-26.839426,5.153992,3
-7.712797,-14.887301,2
-68.79493,-35.99108,2
-71.87323,-15.946611,2
-35.196537,37.482243,3
-7.4466844,8.355182,3
64.95793,-31.175962,1
37.812794,6.1818027,1
-42.195587,49.950653,3
-99.55724,28.295773,3
-12.235342,-88.23178,2
-73.38119,39.741264,3
-72.980354,-11.00986,3
-27.002787,-71.16203,2
36.745674,16.9006,0
-70.020935,-1.2075568,3
-72.96671,-23.262194,2
82.9745,0.082860515,1
-40.581,67.282196,3
21.209602,-25.807634,1
61.62633,31.347422,0
63.1595,17.119339,0
14.40607,19.12806,0
-71.179085,-24.330118,2
-15.887763,-28.583376,2
14.423834,20.179304,0
14.080253,48.599007,0
-42.295094,63.679047,3
112.94229,9.93385,1
63.729565,-31.517363,1
36.027416,-52.42998,1
34.550053,71.983246,0
-112.80982,2.7812297,3
21.395864,-24.02248,1
-8.596754,-83.30669,2
-46.66425,-42.893433,2
-4.67238,35.331917,3
-64.274315,6.6175027,3
-10.402868,42.842327,3
-6.687394,-87.16477,2
-19.842531,19.640272,3
10.231348,57.42714,0
-45.705994,-40.18179,2
-14.480727,-31.139704,2
-8.051048,-3.0451229,3
-72.38357,-23.583702,2
-61.728645,27.03405,3
-13.93146,-19.892824,2
-19.946655,-68.470695,2
-112.80982,2.7812297,3
-70.02887,-34.350105,2
-42.586536,-38.98656,2
1.9326328,-86.567795,2
64.61563,4.282308,1
-58.98113,-42.61212,2
-38.83815,-8.388325,3
-22.169243,5.139433,3
-1.599244,1.203377,3
-6.959334,35.0311,3
11.849947,-70.45961,2
37.35781,-37.633278,1
-16.156647,-85.11294,2
-93.638084,36.41619,3
-5.5460634,10.63397,3
-17.637106,-82.26107,2
-62.572216,30.173046,3
-24.71374,73.62296,3
-33.620495,-19.681545,2
54.272568,-57.877495,1
-46.094727,53.50572,3
10.090337,35.681324,0
-12.896558,-79.94966,2
-20.713678,-65.6188,2
-21.095133,7.198896,3
-7.8847895,26.937998,3
13.933618,48.800716,0
-32.68565,33.8781,3
-99.731255,28.082182,3
-61.335903,11.545874,3
13.609276,-60.73053,2
30.241983,78.44765,0
-61.5595,26.529053,3
63.184208,-15.514299,1
-84.557655,40.592636,3
-30.071196,32.36696,3
-20.143469,6.630674,3
-20.451294,8.595198,3
-59.351177,-42.502125,2
-40.49342,67.74741,3
49.879795,-63.36098,1
86.2073,6.3109565,1
-70.51109,-34.299835,2
-107.349174,-0.53856945,3
36.24682,26.886269,0
7.155688,-62.98762,2
-8.637781,-1.3638273,3
9.659162,62.560284,0
39.365208,39.76863,0
-8.075364,-2.7265866,3
-26.24367,73.60051,3
-107.3484,-0.5388505,3
-8.419018,54.112812,3
35.570698,-56.66245,1
11.327728,58.153694,0
-32.95536,76.56337,3
-112.80982,2.7812297,3
37.442253,11.917954,0
-6.666676,9.657923,3
39.046036,-61.880512,1
-4.8533635,-13.019212,2
-97.99214,30.972958,3
-14.1046505,63.76891,3
-29.0207,32.5447,3
-22.295666,11.05202,3
42.364952,35.98098,0
60.94615,-9.428397,1
-4.015852,16.024946,3
11.3485,-7.875254,1
43.81306,53.772293,0
-9.911186,-7.736793,2
13.528863,48.024094,0
-37.362347,45.798573,3
-19.424288,17.614973,3
-39.854397,19.142729,3
60.502796,43.99253,0
98.82867,-26.369223,1
60.46765,27.164173,0
35.77488,-40.140217,1
13.02965,-56.202175,2
-59.477505,-44.343914,2
-18.792078,73.587685,3
41.444504,66.424774,0
12.896655,38.82523,0
93.87544,-30.377552,1
-47.90433,72.677185,3
-13.127838,-43.581867,2
-18.575975,73.96931,3
-98.2991,32.38359,3
-35.263596,78.00734,3
-26.814743,-58.707138,2
22.732674,1.9812742,1
-37.94023,34.30217,3
21.455477,1.9608247,1
58.60184,35.00439,0
36.648026,-37.555748,1
13.482399,8.8625555,0
40.47773,-20.672016,1
38.415558,18.903156,0
-8.705347,70.98342,3
13.961373,41.120373,0
-74.834206,40.29926,3
8.614135,-0.013768696,1
-112.80982,2.7812297,3
-37.802795,46.22539,3
10.203111,67.63933,0
40.570637,-16.666342,1
-70.58238,-6.1807365,3
12.508631,-70.87126,2
-50.187336,69.88914,3
-3.0005949,-91.78239,2
-73.429955,39.54675,3
37.890484,31.408041,0
12.907879,-70.53087,2
53.621227,-57.669655,1
-102.11503,24.908588,3
-61.266056,12.141295,3
7.5616355,-35.962097,2
27.33598,81.82182,0
10.132167,-31.435867,1
38.44178,42.10089,0
-57.53204,16.66455,3
-8.399379,-13.299841,2
-112.469055,3.993567,3
-8.148296,69.0092,3
-13.555407,-25.268488,2
-31.75684,33.835587,3
-95.05139,34.97437,3
-9.886312,-90.492195,2
43.90204,-63.625477,1
21.985306,-23.201994,1
-7.7414308,35.5356,3
-17.685934,78.45036,3
11.199175,-81.19185,2
-112.469055,3.993567,3
-61.39093,19.772749,3
-49.76977,69.60414,3
-4.8669825,-1.762806,3
41.882164,68.37725,0
-5.121871,-79.001785,2
-32.501736,-0.33171985,3
-12.297282,-20.85482,2
-44.086857,73.23833,3
-74.40553,-9.30653,3
-58.047066,-43.220974,2
-38.782818,-29.14448,2
16.857143,-16.186834,1
39.0799,62.79569,0
-72.19519,-5.843058,3
-35.142494,-21.287876,2
-8.175331,64.5767,3
-89.45313,39.175003,3
-18.423042,79.487114,3
47.257187,-62.933136,1
-79.04318,40.41438,3
-18.921534,-76.753525,2
40.964546,-26.682245,1
9.197551,-37.49617,2
11.623817,72.828445,0
34.173546,49.380817,0
58.212433,-21.119518,1
38.719124,22.061077,0
37.06304,-61.112144,1
-39.161575,70.778366,3
-68.19479,36.921406,3
63.361423,-47.010815,1
4.6539893,-70.18975,2
-16.67483,-27.927834,2
81.079216,45.758823,0
-30.353613,-0.7757146,3
-14.95898,-26.68793,2
19.847557,-9.6491165,1
1.7946235,-91.6946,2
24.99614,-7.0684013,1
12.87465,65.871284,0
-40.648148,38.82149,3
41.36984,-33.848743,1
-20.77485,7.7933617,3
-30.2252,36.323204,3
27.130764,76.260765,0
8.880218,66.89898,0
-8.324211,-26.001026,2
-67.9615,36.407818,3
-25.069036,0.7378204,3
-69.72485,38.841553,3
91.29103,-30.99973,1
-2.0697083,32.040775,3
-112.469055,3.993567,3
-7.261137,35.175983,3
4.8683405,-51.594868,2
-112.469055,3.993567,3
-41.46226,65.05241,3
10.284657,35.82892,0
-24.805279,-71.94911,2
-22.008402,-77.81722,2
7.942152,-36.988308,2
23.48195,-1.7160891,1
57.5778,32.155098,0
59.594925,44.6227,0
-97.33398,32.342854,3
40.304794,34.808,0
-6.8040433,39.56567,3
85.06975,43.61509,0
67.805626,49.971653,0
-12.918147,-81.82399,2
13.225004,50.379574,0
-105.836525,-0.95014066,3
11.975446,28.257141,0
-25.450792,2.6005876,3
13.872763,-27.425728,1
-69.14477,38.588997,3
-14.085058,-20.498148,2
-26.731884,-72.271225,2
41.436684,-8.422949,1
63.717056,-31.630695,1
22.271301,34.64555,0
-9.551761,55.909744,3
-41.54919,38.18342,3
6.58783,-41.527115,2
-5.0416822,-76.879166,2
-30.571585,35.267742,3
-17.06553,-11.312795,2
-27.194384,-56.85296,2
65.543144,8.043177,1
37.918217,12.558141,0
-8.455894,-14.39907,2
-112.469055,3.993567,3
-16.837353,-87.173935,2
-32.374443,-19.434267,2
-38.630642,-28.404367,2
-23.506388,-46.463947,2
-27.35129,-62.615715,2
107.864075,-12.575453,1
41.40537,3.717145,1
32.011387,73.03666,0
60.59927,34.107784,0
-9.925308,-85.14513,2
-4.4989886,21.04688,3
10.181589,35.50348,0
34.00418,-34.83406,1
-8.434939,31.661682,3
-14.558772,-12.954516,2
-67.871735,-1.407051,3
-29.214716,-1.5494534,3
21.19799,-16.19725,1
-14.942738,-12.76828,2
-23.197195,-78.73599,2
-43.336914,-39.43172,2
-86.34205,38.4926,3
1.9524229,-91.58856,2
12.455381,58.22557,0
-79.07036,40.722054,3
-22.522936,22.455853,3
-58.040936,-45.49106,2
42.333797,-21.99727,1
-3.4549122,44.65642,3
9.280065,47.801647,0
-10.346385,-88.90609,2
59.603157,43.905792,0
9.381043,45.994194,0
-61.093624,17.328306,3
113.57987,12.8229885,1
-44.94536,-41.029892,2
-27.252674,-49.668797,2
10.0285,-6.580805,1
-85.13994,40.117355,3
-107.349174,-0.53856945,3
-105.836525,-0.95014066,3
-2.632075,-75.40777,2
-20.793541,22.32282,3
-36.38664,38.049225,3
33.73506,76.6196,0
62.11478,-19.273691,1
-37.922295,-7.583636,3
-69.40173,-35.685932,2
10.265554,74.15337,0
10.556384,26.441109,0
10.810557,46.031208,0
-13.783585,-20.036469,2
-37.87437,-33.84973,2
20.50718,-23.018248,1
-95.976906,33.964283,3
-59.37034,17.427404,3
-24.795752,4.225609,3
-105.836525,-0.95014066,3
-43.423615,-39.824516,2
-42.905205,-40.127426,2
84.63547,-28.856524,1
37.69736,4.366121,1
-60.29747,-44.700794,2
51.029903,-59.592487,1
-40.676525,38.34848,3
31.264473,77.82132,0
-105.317406,-1.0892533,3
-64.713524,4.9262037,3
-41.25617,36.874184,3
39.04027,7.248151,1
-44.22632,39.829826,3
-9.350717,-89.616486,2
-20.559013,-65.38452,2
14.6006975,-27.68083,1
-61.093624,17.328306,3
-14.539605,-30.90831,2
-29.093151,-1.7317642,3
42.888817,4.3206315,1
36.66881,70.55971,0
61.25256,-52.885273,1
41.484447,49.224545,0
-14.565629,-30.377148,2
-38.89583,-10.156563,2
61.84221,-17.086555,1
-45.435116,57.685284,3
4.508957,-43.894405,2
23.158915,-15.5663185,1
-97.96369,31.119734,3
81.63907,-24.607885,1
15.176522,44.83556,0
20.199638,8.092585,0
-17.413958,-28.428083,2
-8.834207,-24.594116,2
-26.519205,58.040997,3
11.491007,-67.93944,2
-45.351273,57.12128,3
-11.025095,59.582256,3
-72.43685,-9.324797,3
8.658179,-0.854967,1
-61.046017,16.612942,3
-61.82057,28.80527,3
61.343147,13.622425,0
-3.685323,44.98933,3
43.334427,-5.0247626,1
-2.9496307,14.717414,3
-112.08937,3.4091856,3
38.520344,-34.3797,1
9.65666,-62.64483,2
33.800976,75.72551,0
-60.20146,10.1621275,3
6.930363,-83.07015,2
39.147,34.64171,0
-39.657192,61.133984,3
20.753698,-23.48326,1
-74.06219,-17.459656,2
-83.84701,40.876194,3
18.00307,-15.85184,1
-14.170651,-20.385845,2
84.25987,-2.1722097,1
-32.76475,-19.935879,2
23.395418,-17.827658,1
-20.79522,22.342104,3
-74.66569,-16.033945,2
9.08242,-65.93299,2
38.224876,-31.229456,1
10.104454,52.11717,0
-40.242252,67.99013,3
39.327118,46.294636,0
-6.8912983,61.72096,3
-18.12675,46.485134,3
-112.08937,3.4091856,3
-13.464779,66.10097,3
-34.367878,-4.0060616,3
14.805288,-79.07066,2
-19.870636,45.247723,3
-23.338926,-50.11894,2
-39.757236,21.312792,3
-33.84289,-23.63292,2
69.16191,49.604992,0
61.1325,46.054188,0
-78.957436,40.906673,3
-61.2656,27.741653,3
-8.0999775,64.86103,3
-14.597536,-20.908564,2
-28.000843,32.66781,3
88.65985,27.370779,0
-38.47156,46.50146,3
-43.789856,39.640503,3
37.288715,-41.868095,1
14.409566,63.191803,0
-74.34094,-20.185074,2
-7.294104,39.673702,3
14.788581,11.592365,0
11.197689,68.91777,0
13.302782,78.15136,0
-5.3922215,-11.943204,2
61.630608,34.90847,0
38.650047,-31.786438,1
-29.236923,-61.034378,2
-78.46752,40.810944,3
15.972203,6.175904,1
-113.36427,2.0410624,3
-32.191406,-3.429963,3
87.880516,38.05073,0
40.78435,24.349874,0
-113.48575,3.5384736,3
-3.6662521,46.833405,3
-74.32039,-17.550152,2
-33.178055,-26.246529,2
-72.533714,-20.512987,2
18.53328,0.06732211,1
10.055946,1.2339962,1
-10.352059,-23.40635,2
-24.689308,-44.504456,2
-112.469055,3.993567,3
-26.62537,-58.935738,2
16.857206,36.751007,0
-113.48575,3.5384736,3
-7.51787,-2.712743,3
89.108086,22.458632,0
-69.29649,38.770943,3
13.815623,47.266453,0
-60.932556,14.580234,3
100.15074,-25.910828,1
-35.550953,78.53381,3
-28.081726,55.542576,3
34.36604,63.68373,0
-37.728954,-34.949078,2
-23.726894,9.630946,3
-98.85822,29.453876,3
-61.65793,26.419073,3
-8.297524,69.25179,3
-3.463955,48.874832,3
-4.420757,20.587803,3
-10.402302,64.894135,3
59.148468,34.621933,0
38.2014,60.11182,0
23.01998,-15.18913,1
71.36347,49.31479,0
-18.744276,73.32534,3
-22.357683,5.7832766,3
-32.910748,-1.4508696,3
-3.4907038,30.472147,3
-41.014122,66.269844,3
-20.6469,8.076268,3
-85.022896,40.328358,3
21.58996,-24.34208,1
-43.736996,-39.994488,2
107.219604,-13.730757,1
-23.946047,6.4498944,3
-33.809948,77.24774,3
-5.2427487,13.408621,3
18.230026,62.340588,0
-37.471954,-33.794506,2
-74.04064,-20.776485,2
-39.51768,70.29162,3
-32.98532,-20.155415,2
-74.3242,-23.861298,2
26.007416,76.31349,0
-33.362564,78.00605,3
-3.4652119,48.851257,3
-35.199425,-28.390516,2
-113.48575,3.5384736,3
-25.203922,10.054912,3
14.361399,41.068947,0
60.978947,-40.426807,1
-39.571117,70.10055,3
-71.40865,-30.47331,2
12.526164,16.394047,0
14.8993435,19.027039,0
14.714547,13.035714,0
-22.656315,76.30401,3
-15.108511,-29.81393,2
-114.24256,3.2937555,3
37.034782,13.288192,0
-96.81618,33.03931,3
-3.2945602,2.5942698,3
-61.023148,12.368351,3
39.31713,-62.23928,1
-72.29274,39.88655,3
-35.480038,-21.535725,2
-74.5114,-13.4058895,3
-71.11492,-1.7013035,3
-70.1015,-33.396683,2
-0.62120813,-90.86932,2
-16.892784,-86.60485,2
-20.515053,-51.917553,2
-73.95468,39.972984,3
-72.60009,-15.095527,2
-36.86349,-6.5709577,3
48.55644,-65.01313,1
-107.34933,-0.53853077,3
-17.140135,-87.467545,2
61.586304,-29.335838,1
33.29063,-60.46232,1
-62.14686,28.767582,3
-32.42711,34.365116,3
-2.3348575,-91.573006,2
-27.420513,58.007786,3
-20.098127,17.728691,3
-14.264335,-52.317623,2
-70.5807,-0.865257,3
-71.34886,-2.0767856,3
79.659294,-16.53931,1
110.39733,-5.3386245,1
-27.001526,-56.908245,2
-7.827107,35.66275,3
-2.3383348,-9.511469,2
37.920155,-25.467701,1
-28.85707,52.818943,3
40.426506,24.655094,0
-68.686066,0.06916387,3
-59.580173,11.469926,3
9.519855,37.555027,0
-113.48575,3.5384736,3
-64.86533,3.5033069,3
-0.4182685,-77.20643,2
45.27957,9.328181,0
67.27,49.8277,0
-38.28716,-10.626636,2
-35.362434,-27.84707,2
6.107936,-64.49245,2
-72.40366,-32.699333,2
19.184202,-14.9560795,1
-18.072554,79.030266,3
-7.8750663,-14.632524,2
-113.48575,3.5384736,3
11.883157,11.664038,0
-98.425285,30.435781,3
-72.80465,40.4646,3
58.923164,-59.815765,1
20.93834,-17.747654,1
-75.18494,-17.058638,2
-1.4724442,-91.31815,2
9.208623,-4.6689053,1
-31.892706,73.0547,3
37.896103,-29.082968,1
-25.651524,2.3809705,3
-44.94252,73.51138,3
36.404156,16.101057,0
