BounceRates,ExitRates,PageValues,Revenue,total_page_view,total_page_duration,Month_Numeric,Length,Recency,Frequency,StayingRate,Cluster
0.025,0.05625,0.0,0,8,388.0,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.0,0.028571429,0.0,0,7,316.0,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.028571429,0.071428571,0.0,0,7,63.0,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.0,0.022222222,0.0,0,9,482.0,2,-1.178012705724326,1.673503636445396,-0.5553459283711221,-0.3178932694960384,2
0.0,0.001794872,0.0,0,47,4093.393939,2,-1.178012705724326,1.673503636445396,0.2596600303578559,-0.3178932694960384,0
0.0,0.066666667,0.0,0,3,22.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.006666667,0.0,0,15,310.1666667,2,-1.178012705724326,1.673503636445396,-0.4266607769928624,-0.3178932694960384,2
0.0,0.05,0.0,0,2,34.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.05,0.0,0,4,88.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.003030303,0.006060606,0.0,0,22,622.25,2,-1.178012705724326,1.673503636445396,-0.2765281003848928,-0.3178932694960384,2
0.017142857,0.057142857,0.0,0,14,222.4,2,-1.178012705724326,1.673503636445396,-0.4481083022225723,-0.3178932694960384,2
0.066666667,0.133333333,0.0,0,3,80.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.003636364,0.0,0,11,800.8333333,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.011111111,0.026111111,0.0,0,12,265.1666667,2,-1.178012705724326,1.673503636445396,-0.4910033526819922,-0.3178932694960384,2
0.0,0.1,0.0,0,2,29.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.075,0.0,0,4,160.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.05,0.025,0.0,0,4,135.6666667,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.014736467,19.44707913,0,42,1174.741667,2,-1.178012705724326,1.673503636445396,0.1524224042093062,0.7228806160697047,2
0.0,0.05,0.0,0,4,104.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.011764706,0.046568627,0.0,0,18,397.6865079,2,-1.178012705724326,1.673503636445396,-0.3623182013037325,-0.3178932694960384,2
0.0,0.016666667,0.0,0,6,169.0,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.05,0.120833333,0.0,0,8,400.8,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.009,0.019666667,38.30849268,0,54,1833.0,2,-1.178012705724326,1.673503636445396,0.4097927069658256,1.7220515988812235,0
0.0,0.007142857,0.0,0,14,706.5,2,-1.178012705724326,1.673503636445396,-0.4481083022225723,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.012643678,22.9160357,1,30,886.1666666,2,-1.178012705724326,1.673503636445396,-0.1049478985472131,0.91113818497533,2
0.002150538,0.015013034,0.0,0,94,6995.972222,2,-1.178012705724326,1.673503636445396,1.2676937161542234,-0.3178932694960384,3
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.007407407,0.0,0,18,902.0,2,-1.178012705724326,1.673503636445396,-0.3623182013037325,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.025,0.0525,0.0,0,20,197.3777778,2,-1.178012705724326,1.673503636445396,-0.3194231508443126,-0.3178932694960384,2
0.0,0.1,0.0,0,2,43.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.0125,0.0,0,8,426.6666667,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,135.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.025,0.0,0,16,588.3333333,2,-1.178012705724326,1.673503636445396,-0.4052132517631524,-0.3178932694960384,2
0.004347826,0.014492754,11.43941195,1,46,3117.008334,2,-1.178012705724326,1.673503636445396,0.2382125051281459,0.2944756191706467,0
0.0,0.05,0.0,0,2,76.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.028571429,0.0,0,7,208.0,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.0,0.016666667,0.0,0,4,270.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.0,0.02,0.0,0,6,39.5,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.016666667,0.058333333,0.0,0,12,375.0,2,-1.178012705724326,1.673503636445396,-0.4910033526819922,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.057142857,0.085714286,0.0,0,7,150.0,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,138.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.028571429,0.023809524,0.0,0,7,337.5,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.0,0.007894737,0.0,0,19,620.0333333,2,-1.178012705724326,1.673503636445396,-0.3408706760740226,-0.3178932694960384,2
0.0,0.011764706,0.0,0,17,204.8461538,2,-1.178012705724326,1.673503636445396,-0.3837657265334425,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.1,0.0,0,2,52.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.015384615,0.0,0,13,649.25,2,-1.4359308162878817,1.673503636445396,-0.4695558274522823,-0.3178932694960384,2
0.003703704,0.025925926,0.0,0,27,925.3333333,2,-1.178012705724326,1.673503636445396,-0.169290474236343,-0.3178932694960384,2
0.0,0.1,0.0,0,2,33.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.05,0.066666667,0.0,0,6,1566.5,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,0
0.0,0.025,0.0,0,4,105.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.038095238,0.080952381,0.0,0,8,50.0,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.004166667,0.031666667,0.0,0,16,644.2,2,-1.178012705724326,1.673503636445396,-0.4052132517631524,-0.3178932694960384,2
0.0,0.008947368,0.0,0,41,2653.511111,2,-1.178012705724326,1.673503636445396,0.1309748789795962,-0.3178932694960384,0
0.0,0.026984127,17.53595893,1,23,668.0,2,-1.178012705724326,1.673503636445396,-0.2550805751551828,0.6089345079537921,2
0.0,0.033333333,0.0,0,6,415.0,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.0,0.01351025,0.0,0,39,2130.530952,2,-1.178012705724326,1.673503636445396,0.0880798285201763,-0.3178932694960384,0
0.007058824,0.017647059,0.0,0,20,340.1666667,2,-1.178012705724326,1.673503636445396,-0.3194231508443126,-0.3178932694960384,2
0.15,0.15,0.0,0,2,27.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.044444444,0.074074074,0.0,0,10,215.0,2,-1.178012705724326,1.673503636445396,-0.5338984031414121,-0.3178932694960384,2
0.05,0.066666667,0.0,0,12,162.0,2,-1.178012705724326,1.673503636445396,-0.4910033526819922,-0.3178932694960384,2
0.05,0.066666667,0.0,0,2,114.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.000854701,0.01791847,0.0,0,138,5482.463753,2,-1.178012705724326,1.673503636445396,2.2113848262614613,-0.3178932694960384,3
0.0,0.016666667,0.0,0,4,253.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.2,0.2,0.0,0,4,0.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.008,0.024,0.0,0,27,458.5,2,-1.178012705724326,1.673503636445396,-0.169290474236343,-0.3178932694960384,2
0.012903226,0.035483871,0.0,0,31,1138.833333,2,-1.178012705724326,1.673503636445396,-0.0835003733175032,-0.3178932694960384,2
0.0,0.005555556,0.0,0,12,317.8333333,2,-1.178012705724326,1.673503636445396,-0.4910033526819922,-0.3178932694960384,2
0.0,0.012962963,0.0,0,21,1146.333333,2,-1.178012705724326,1.673503636445396,-0.2979756256146027,-0.3178932694960384,2
0.018181818,0.027272727,0.0,0,11,577.0,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.0,0.075,0.0,0,8,95.0,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.0,0.111111111,0.0,0,6,301.5,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.0,0.033333333,0.0,0,6,243.0,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.0,0.05,0.0,0,4,135.5,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.0,0.034375,0.0,0,16,517.3333333,2,-1.178012705724326,1.673503636445396,-0.4052132517631524,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,41.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.028,0.11952381,0.0,0,11,292.9,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.040740741,0.0,0,9,1238.333333,2,-1.178012705724326,1.673503636445396,-0.5553459283711221,-0.3178932694960384,2
0.0,0.05,0.0,0,10,225.4666667,2,-1.178012705724326,1.673503636445396,-0.5338984031414121,-0.3178932694960384,2
0.0,0.00754717,0.0,0,55,2335.216667,2,-1.178012705724326,1.673503636445396,0.4312402321955355,-0.3178932694960384,0
0.133333333,0.166666667,0.0,0,3,13.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.1,0.0,0,2,222.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.022222222,0.0,0,18,234.8333333,2,-1.178012705724326,1.673503636445396,-0.3623182013037325,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.011111111,0.0,0,6,2017.166667,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,0
0.0,0.018518519,0.0,0,32,560.5277778,2,-1.178012705724326,1.673503636445396,-0.0620528480877932,-0.3178932694960384,2
0.0,0.033333333,0.0,0,6,158.1666667,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.005555556,0.046296296,0.0,0,9,303.6666667,2,-1.178012705724326,1.673503636445396,-0.5553459283711221,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,25.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.05,0.15,0.0,0,2,42.0,2,-1.178012705724326,1.673503636445396,-0.7054786049790918,-0.3178932694960384,2
0.0,0.018039216,0.0,0,18,1107.041667,2,-1.178012705724326,1.673503636445396,-0.3623182013037325,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.011851852,0.0,0,9,272.5,2,-1.178012705724326,1.673503636445396,-0.5553459283711221,-0.3178932694960384,2
0.0,0.007407407,0.0,0,11,363.0,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.009090909,0.0,0,11,871.0,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.066666667,0.066666667,0.0,0,3,780.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.033333333,0.0,0,3,1038.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.0,0.05,0.0,0,4,573.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.007142857,0.030357143,0.0,0,28,1231.233333,2,-1.178012705724326,1.673503636445396,-0.147842949006633,-0.3178932694960384,2
0.0,0.027272727,0.0,0,11,316.6666667,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.0075,0.028166667,0.0,0,20,873.7365079,2,-1.178012705724326,1.673503636445396,-0.3194231508443126,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.1,0.15,0.0,0,4,16.0,2,-1.178012705724326,1.673503636445396,-0.6625835545196719,-0.3178932694960384,2
0.0,0.026315789,0.0,0,19,615.0,2,-1.178012705724326,1.673503636445396,-0.3408706760740226,-0.3178932694960384,2
0.0,0.026666667,0.0,0,9,261.75,2,-1.178012705724326,1.673503636445396,-0.5553459283711221,-0.3178932694960384,2
0.033333333,0.04993081,0.0,0,21,615.8831169,2,-1.178012705724326,1.673503636445396,-0.2979756256146027,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.033333333,0.0,0,6,117.5,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.008695652,0.01884058,0.0,0,23,501.6666667,2,-1.178012705724326,1.673503636445396,-0.2550805751551828,-0.3178932694960384,2
0.03030303,0.040606061,0.0,0,35,909.1666667,2,-1.178012705724326,1.673503636445396,0.0022897276013365,-0.3178932694960384,2
0.015217391,0.012463768,0.0,0,24,1232.5,2,-1.178012705724326,1.673503636445396,-0.2336330499254728,-0.3178932694960384,2
0.0,0.016666667,0.0,0,6,467.0,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.008695652,0.011594203,0.0,0,23,737.1666667,2,-1.178012705724326,1.673503636445396,-0.2550805751551828,-0.3178932694960384,2
0.0,0.033333333,0.0,0,12,129.0,2,-1.178012705724326,1.673503636445396,-0.4910033526819922,-0.3178932694960384,2
0.0,0.04,0.0,0,5,63.0,2,-1.178012705724326,1.673503636445396,-0.6411360292899618,-0.3178932694960384,2
0.086666667,0.166666667,0.0,0,5,125.0,2,-1.178012705724326,1.673503636445396,-0.6411360292899618,-0.3178932694960384,2
0.018181818,0.063636364,0.0,0,11,684.3333333,2,-1.178012705724326,1.673503636445396,-0.5124508779117022,-0.3178932694960384,2
0.0,0.0145,0.0,0,20,665.4722222,2,-1.178012705724326,1.673503636445396,-0.3194231508443126,-0.3178932694960384,2
0.0,0.019166667,0.0,0,16,487.5,2,-1.178012705724326,1.673503636445396,-0.4052132517631524,-0.3178932694960384,2
0.011111111,0.033333333,0.0,0,17,437.1666667,2,-1.178012705724326,1.673503636445396,-0.3837657265334425,-0.3178932694960384,2
0.066666667,0.1,0.0,0,3,55.0,2,-1.178012705724326,1.673503636445396,-0.6840310797493818,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.0,0.008602151,0.0,0,29,488.2277778,2,-1.178012705724326,1.673503636445396,-0.1263954237769231,-0.3178932694960384,2
0.0,0.015384615,0.0,0,13,407.5,2,-1.178012705724326,1.673503636445396,-0.4695558274522823,-0.3178932694960384,2
0.0,0.014285714,0.0,0,7,666.0,2,-1.178012705724326,1.673503636445396,-0.598240978830542,-0.3178932694960384,2
0.010743802,0.047002635,0.0,0,22,405.7095238,2,-1.178012705724326,1.673503636445396,-0.2765281003848928,-0.3178932694960384,2
0.033333333,0.033333333,0.0,0,6,163.25,2,-1.178012705724326,1.673503636445396,-0.6196885040602519,-0.3178932694960384,2
0.0,0.011764706,0.0,0,17,284.25,2,-1.178012705724326,1.673503636445396,-0.3837657265334425,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.2,0.2,0.0,0,1,0.0,2,-1.178012705724326,1.673503636445396,-0.7269261302088017,-0.3178932694960384,2
0.008333333,0.025,0.0,0,8,260.0,2,-1.178012705724326,1.673503636445396,-0.576793453600832,-0.3178932694960384,2
0.003174603,0.012764202,0.0,0,21,1490.254762,3,-0.9200945951607707,1.3782193137839331,-0.2979756256146027,-0.3178932694960384,2
0.011111111,0.027248677,8.000740741,0,20,927.45,3,-0.9200945951607707,1.3782193137839331,-0.3194231508443126,0.1048547914590769,2
0.0,0.006339869,0.0,0,52,845.8,3,-0.9200945951607707,1.3782193137839331,0.3668976565064057,-0.3178932694960384,2
0.001960784,0.013509414,0.0,0,108,3729.944944,3,-0.9200945951607707,1.3782193137839331,1.5679590693701628,-0.3178932694960384,0
0.0,0.020708874,1.706014966,1,59,2028.819697,3,-0.9200945951607707,1.3782193137839331,0.5170303331143753,-0.2271437671128451,0
0.007142857,0.016727891,46.53017511,0,72,3106.124108,3,-0.9200945951607707,1.3782193137839331,0.7958481611006046,2.167287611267777,0
0.2,0.2,0.0,0,2,0.0,3,-0.9200945951607707,1.3782193137839331,-0.7054786049790918,-0.3178932694960384,2
0.036190476,0.096,0.0,0,32,4459.25,3,-0.9200945951607707,1.3782193137839331,-0.0620528480877932,-0.3178932694960384,3
0.0,0.02,0.0,0,12,371.0,3,-0.9200945951607707,1.3782193137839331,-0.4910033526819922,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,42.0,3,-0.9200945951607707,1.3782193137839331,-0.6840310797493818,-0.3178932694960384,2
0.009090909,0.057662338,0.0,0,22,354.3333333,3,-0.9200945951607707,1.3782193137839331,-0.2765281003848928,-0.3178932694960384,2
0.002061856,0.010173465,0.0,0,98,3556.61241,3,-0.9200945951607707,1.3782193137839331,1.3534838170730632,-0.3178932694960384,0
0.0,0.005797101,19.34265017,1,70,2763.783333,3,-1.4359308162878817,1.3782193137839331,0.7529531106411848,0.726684066681693,0
0.013068182,0.06140625,0.0,0,16,3126.979303,3,-0.9200945951607707,1.3782193137839331,-0.4052132517631524,-0.3178932694960384,0
0.0,0.001666667,109.176,1,17,840.2333333,3,-1.4359308162878817,1.3782193137839331,-0.3837657265334425,5.602524413048224,2
0.0,0.001724138,96.25511582,1,60,2189.844805,3,-1.4359308162878817,1.3782193137839331,0.5384778583440852,4.901547668620305,0
0.0,0.004,153.4432478,1,51,2899.0,3,-0.9200945951607707,1.3782193137839331,0.3454501312766957,7.983609500929508,0
0.0,0.04,0.0,0,5,43.0,3,-0.9200945951607707,1.3782193137839331,-0.6411360292899618,-0.3178932694960384,2
0.0,0.004166667,0.0,0,18,502.5,3,-1.4359308162878817,1.3782193137839331,-0.3623182013037325,-0.3178932694960384,2
0.0,0.088888889,0.0,0,3,133.5,3,-0.9200945951607707,1.3782193137839331,-0.6840310797493818,-0.3178932694960384,2
0.0,0.008333333,0.0,0,13,416.6666667,3,-0.9200945951607707,1.3782193137839331,-0.4695558274522823,-0.3178932694960384,2
0.0,0.005263158,0.0,0,19,734.75,3,-1.4359308162878817,1.3782193137839331,-0.3408706760740226,-0.3178932694960384,2
0.0,0.0125,33.79956701,1,17,1349.75,3,-1.4359308162878817,1.3782193137839331,-0.3837657265334425,1.495106870208191,2
0.0,0.028571429,0.0,0,7,598.5,3,-1.4359308162878817,1.3782193137839331,-0.598240978830542,-0.3178932694960384,2
0.0,0.016666667,0.0,0,7,252.8333333,3,-1.4359308162878817,1.3782193137839331,-0.598240978830542,-0.3178932694960384,2
0.0,0.04375,0.0,0,8,731.0,3,-0.9200945951607707,1.3782193137839331,-0.576793453600832,-0.3178932694960384,2
0.033333333,0.0375,0.0,0,7,364.0,3,-0.9200945951607707,1.3782193137839331,-0.598240978830542,-0.3178932694960384,2
0.037619048,0.04952381,0.0,0,14,565.3333333,3,-0.9200945951607707,1.3782193137839331,-0.4481083022225723,-0.3178932694960384,2
0.0,0.05,0.0,0,2,50.0,3,-0.9200945951607707,1.3782193137839331,-0.7054786049790918,-0.3178932694960384,2
0.006666667,0.033333333,0.0,0,11,648.0,3,-0.9200945951607707,1.3782193137839331,-0.5124508779117022,-0.3178932694960384,2
0.0,0.042857143,0.0,0,15,544.0,3,-0.9200945951607707,1.3782193137839331,-0.4266607769928624,-0.3178932694960384,2
0.0,0.02,0.0,0,22,913.1666666,3,-0.9200945951607707,1.3782193137839331,-0.2765281003848928,-0.3178932694960384,2
0.0,0.066666667,0.0,0,6,160.0,3,-0.9200945951607707,1.3782193137839331,-0.6196885040602519,-0.3178932694960384,2
0.005714286,0.028571429,0.0,0,35,1192.386111,3,-0.9200945951607707,1.3782193137839331,0.0022897276013365,-0.3178932694960384,2
0.016666667,0.075,0.0,0,12,198.0,3,-0.9200945951607707,1.3782193137839331,-0.4910033526819922,-0.3178932694960384,2
0.0,0.066666667,0.0,0,3,15.0,3,-0.9200945951607707,1.3782193137839331,-0.6840310797493818,-0.3178932694960384,2
0.0,0.013333333,35.0928,1,16,681.0,3,-0.9200945951607707,1.3782193137839331,-0.4052132517631524,1.5628870611886512,2
