PC1,PC2,Churn,Cluster
-2.0229536887918074,-0.3392232702109149,0,0
-2.096939166316182,-0.25387111058699957,0,0
-2.082142070811307,-0.27094154251178265,0,0
-2.082142070811307,-0.27094154251178265,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.9614627221726977,3.398637511868223,1,0
-1.7261681050242232,-1.1859888435890051,0,0
-2.082142070811307,-0.27094154251178265,0,0
-1.9785624022771824,-0.3904345659852641,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.052547879801557,-0.3050824063613488,0,0
-1.56554752992858,-1.8555080876375645,0,4
-2.008156593286932,-0.35629370213569794,0,0
-2.9614627221726977,3.398637511868223,1,0
-1.801415409459101,-1.190415068680012,0,0
-1.4162727730919333,-1.0391109791270206,0,0
-2.9614627221726977,3.398637511868223,1,0
-1.9785624022771824,-0.3904345659852641,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.9614627221726977,3.398637511868223,1,0
-1.9637653067723075,-0.4075049979100472,0,0
-2.096939166316182,-0.25387111058699957,0,0
-2.052547879801557,-0.3050824063613488,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-1.9933594977820572,-0.373364134060481,0,0
-1.727375207868994,-0.9769810934025107,0,0
-2.096939166316182,-0.25387111058699957,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.9614627221726977,3.398637511868223,1,0
-2.0599464275539945,-0.29654719039895727,0,0
-2.082142070811307,-0.27094154251178265,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.0229536887918074,-0.3392232702109149,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.9614627221726977,3.398637511868223,1,0
-2.0599464275539945,-0.29654719039895727,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.0599464275539945,-0.29654719039895727,0,0
-1.971163854524745,-0.39896978194765564,0,0
-1.9859609500296198,-0.38189935002287256,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.096939166316182,-0.25387111058699957,0,0
-2.185005268704788,-0.4100325311364648,0,0
-1.9119754725052451,-0.46725150964678785,0,0
-2.096939166316182,-0.25387111058699957,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.082142070811307,-0.27094154251178265,0,0
-2.052547879801557,-0.3050824063613488,0,0
-1.9933594977820572,-0.373364134060481,0,0
-1.8083958039711203,-0.5867445331202693,0,0
-1.8749329647547075,-0.9591476695673897,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-1.8231928994759954,-0.5696741011954862,0,0
-1.9637653067723075,-0.4075049979100472,0,0
-2.096939166316182,-0.25387111058699957,0,0
-2.037750784296682,-0.32215283828613184,0,0
-2.0229536887918074,-0.3392232702109149,0,0
-2.096939166316182,-0.25387111058699957,0,0
-1.0907366719846838,-1.4146604814722479,0,4
-2.082142070811307,-0.27094154251178265,0,0
-2.082142070811307,-0.27094154251178265,0,0
-2.9614627221726977,3.398637511868223,1,0
-1.9119754725052451,-0.46725150964678785,0,0
-1.8823812814954952,-0.501392373496354,0,0
-2.0229536887918074,-0.3392232702109149,0,0
-1.9563667590198701,-0.41604021387243867,0,0
-2.030352236544245,-0.3306880542485234,0,0
-2.052547879801557,-0.3050824063613488,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.082142070811307,-0.27094154251178265,0,0
-1.9933594977820572,-0.373364134060481,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.030352236544245,-0.3306880542485234,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.0451493320491196,-0.3136176223237403,0,0
-2.037750784296682,-0.32215283828613184,0,0
-1.7048161354369955,-0.7062375565937508,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.096939166316182,-0.25387111058699957,0,0
-1.9785624022771824,-0.3904345659852641,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.0673449753064324,-0.28801197443656573,0,0
-1.8749827337430578,-0.5099275894587455,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-2.0451493320491196,-0.3136176223237403,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.096939166316182,-0.25387111058699957,0,0
-1.9785624022771824,-0.3904345659852641,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.0451493320491196,-0.3136176223237403,0,0
-2.030352236544245,-0.3306880542485234,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.030352236544245,-0.3306880542485234,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.082142070811307,-0.27094154251178265,0,0
-1.9045769247528077,-0.47578672560917945,0,0
-2.030352236544245,-0.3306880542485234,0,0
-1.9637653067723075,-0.4075049979100472,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.082142070811307,-0.27094154251178265,0,0
-1.971163854524745,-0.39896978194765564,0,0
-2.0451493320491196,-0.3136176223237403,0,0
-1.9563667590198701,-0.41604021387243867,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.0673449753064324,-0.28801197443656573,0,0
-1.941569663514995,-0.43311064579722175,0,0
-1.8527870904857453,-0.5355332373459202,0,0
-1.9341711157625576,-0.4416458617596133,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-1.941569663514995,-0.43311064579722175,0,0
-2.0229536887918074,-0.3392232702109149,0,0
-2.0747435230588698,-0.2794767584741742,0,0
-2.0747435230588698,-0.2794767584741742,0,0
-2.030352236544245,-0.3306880542485234,0,0
-1.9637653067723075,-0.4075049979100472,0,0
-1.9933594977820572,-0.373364134060481,0,0
-1.9859609500296198,-0.38189935002287256,0,0
-2.0895406185637446,-0.2624063265493911,0,0
-2.9614627221726977,3.398637511868223,1,0
-1.8971783770003703,-0.48432194157157094,0,0
-2.01555514103937,-0.34775848617330646,0,0
-2.0599464275539945,-0.29654719039895727,0,0
-1.9489682112674327,-0.4245754298348302,0,0
-2.0673449753064324,-0.28801197443656573,0,0
-1.9859609500296198,-0.38189935002287256,0,0
-2.9614627221726977,3.398637511868223,1,0
-2.9614627221726977,3.398637511868223,1,0
-2.052547879801557,-0.3050824063613488,0,0
-1.595420953689775,-0.2991733678428795,0,0
-1.5724249277417208,-0.5305760747611776,0,0
-1.3660659733642129,-0.5637650626770171,0,0
-0.9517472992277134,-1.0417371565709428,0,4
-1.307751467092181,-0.6750180131543282,0,0
-1.0394164614729555,-2.1449764748872036,0,4
-1.7359933609860874,-0.13700426455744039,0,0
-1.5140369284129627,-0.3930607434291864,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-1.0257327767520883,-0.9563849969470275,0,4
-1.4966897589615842,-1.4348148481535123,0,4
-1.6324136924519623,-0.25649728803092187,0,0
-1.538251539661074,-3.7498153354495254,0,4
-1.2705125363852585,-3.7189782309455315,0,4
-0.7766063422512851,-5.266890326064944,0,4
-1.7137977177287749,-0.16260991244461503,0,0
-1.9565168522779242,-0.3981158098820217,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.9491183045254865,-0.40665102584441326,0,0
-1.8335650295502648,-1.4185799622909954,0,0
-2.037900877554736,-0.3042284342957149,0,0
-2.037900877554736,-0.3042284342957149,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.6472107879568374,-0.23942685610613876,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.4918412851556502,-0.41866639131636096,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.4971900884778206,-1.3239664679481162,0,4
-1.7137977177287749,-0.16260991244461503,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-2.037900877554736,-0.3042284342957149,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.4252543553837127,-0.49548333497788477,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.5639685469126339,-0.7968103785779811,0,0
-1.6102180491946498,-0.2821029359180965,0,0
-1.3387338462203204,-0.7795277142423649,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.2816742322633639,-1.2299622354866864,0,4
-1.6028195014422124,-0.290638151880488,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.5140369284129627,-0.3930607434291864,0,0
-1.4548485463934626,-0.4613424711283186,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.3068775913447128,-0.6320467903761493,0,0
-1.5732253104324625,-0.32477901573005413,0,0
-1.6102180491946498,-0.2821029359180965,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.5214354761654,-0.38452552746679486,0,0
-1.6472107879568374,-0.23942685610613876,0,0
-1.6768049789665873,-0.20528599225657265,0,0
-1.3789074158580952,-0.6618721362734306,0,0
-1.2106964705630257,-0.7430045978872392,0,0
-1.3882616166215254,-0.5381594147898424,0,0
-1.6176165969470875,-0.27356771995570495,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.5806238581849,-0.3162437997676626,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.4178558076312753,-0.5040185509402763,0,0
-2.0305023298022986,-0.31276365025810643,0,0
-1.625015144699525,-0.2650325039933134,0,0
-2.600516916842603,3.515504357897782,1,0
-1.4878165690781502,-0.6499166731206375,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.0843670724304608,-2.238958880026391,0,4
-1.6028195014422124,-0.290638151880488,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.6398122402044,-0.2479620720685303,0,0
-2.600516916842603,3.515504357897782,1,0
-1.9787124955352366,-0.3725101619948471,0,0
-1.4104572598788379,-0.5125537669026679,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.4974776159096244,-1.4214360739805827,0,4
-1.6176165969470875,-0.27356771995570495,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.5140369284129627,-0.3930607434291864,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.4627747083745841,-1.8449934979813927,0,4
-1.3326853053125778,-0.7774058359029016,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-2.600516916842603,3.515504357897782,1,0
-1.4918412851556502,-0.41866639131636096,0,0
-1.0183342289996509,-0.964920212909419,0,4
-1.7211962654812123,-0.15407469648222344,0,0
-1.3660659733642129,-0.5637650626770171,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.4548485463934626,-0.4613424711283186,0,0
-2.600516916842603,3.515504357897782,1,0
-1.452706523419726,-1.625254663767894,0,4
-1.424441480523034,-2.0478606041268397,0,4
-1.506638380660525,-0.40159595939157794,0,0
-1.5584282149275874,-0.3418494476548372,0,0
-2.600516916842603,3.515504357897782,1,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.4918412851556502,-0.41866639131636096,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-1.4252543553837127,-0.49548333497788477,0,0
-1.3142761390971505,-0.6235115744137577,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.4030587121264002,-0.5210889828650593,0,0
-1.5465497373249775,-0.5353587615140339,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6768049789665873,-0.20528599225657265,0,0
-1.801147349476737,-0.5773553450922438,0,0
-1.203297922810588,-0.7515398138496308,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-2.0600965208120487,-0.27862278640854027,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.6472107879568374,-0.23942685610613876,0,0
-2.023103782049861,-0.3212988662204979,0,0
-2.600516916842603,3.515504357897782,1,0
-1.6605749421804246,-0.7395244483776829,0,0
-1.565826762680025,-0.3333142316924457,0,0
-1.247689209325213,-0.7003285180752815,0,0
-1.1885008273057132,-0.7686102457744138,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.3882616166215254,-0.5381594147898424,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-2.600516916842603,3.515504357897782,1,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.565826762680025,-0.3333142316924457,0,0
-2.600516916842603,3.515504357897782,1,0
-2.037900877554736,-0.3042284342957149,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.4178558076312753,-0.5040185509402763,0,0
-1.8899299225059867,-0.47493275354354547,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.9639154000303616,-0.3895805939196302,0,0
-1.6768049789665873,-0.20528599225657265,0,0
-1.4680994498343969,-0.9551747272808703,0,0
-1.2698848525825255,-0.674722870188107,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.4855205871527801,-0.6680413929990411,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.5732253104324625,-0.32477901573005413,0,0
-1.3882616166215254,-0.5381594147898424,0,0
-2.600516916842603,3.515504357897782,1,0
-1.565826762680025,-0.3333142316924457,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.3808630688690877,-0.546694630752234,0,0
-1.6768049789665873,-0.20528599225657265,0,0
-1.8674566809120896,-1.4003841886299515,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-0.8756667138015016,-1.4428464480223708,0,4
-1.6990006222238998,-0.1796803443693981,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.4474499986410252,-0.4698776870907102,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-2.023103782049861,-0.3212988662204979,0,0
-1.0405298722569634,-0.9393145650222444,0,4
-1.7063991699763372,-0.17114512840700655,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.6176165969470875,-0.27356771995570495,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-1.565826762680025,-0.3333142316924457,0,0
-1.4888644023037318,-0.841123723673028,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.5806238581849,-0.3162437997676626,0,0
-2.600516916842603,3.515504357897782,1,0
-1.1851488022631587,-0.8449411684730251,0,4
-1.7359933609860874,-0.13700426455744039,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.2542802380004918,-1.3963435837903895,0,4
-1.6990006222238998,-0.1796803443693981,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.4992398329080876,-0.4101311753539695,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.3734645211166503,-0.5552298467146255,0,0
-2.0083066865449863,-0.338369298145281,0,0
-1.0849211587715883,-0.8881032692478953,0,4
-2.600516916842603,3.515504357897782,1,0
-1.3941199948766851,-0.8410005892295799,0,0
-1.1442377582982868,-2.8634666170338328,0,4
-1.6768049789665873,-0.20528599225657265,0,0
-1.897328470258424,-0.466397537581154,0,0
-1.3882616166215254,-0.5381594147898424,0,0
-1.9565168522779242,-0.3981158098820217,0,0
-1.4548485463934626,-0.4613424711283186,0,0
-2.045299425307174,-0.29569321833332335,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.3785016470566378,-0.9642934497150579,0,0
-1.6176165969470875,-0.27356771995570495,0,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.4548485463934626,-0.4613424711283186,0,0
-1.971313947782799,-0.38104537795723864,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.578753512544367,-0.6302266349509582,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.3290732346020253,-0.6064411424889747,0,0
-2.600516916842603,3.515504357897782,1,0
-1.4696456418983377,-0.44427203920353564,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-0.532803815744949,-2.0050451745195548,0,4
-1.7137977177287749,-0.16260991244461503,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.55102966717515,-0.35038466361722875,0,0
-2.600516916842603,3.515504357897782,1,0
-1.6398122402044,-0.2479620720685303,0,0
-1.4474499986410252,-0.4698776870907102,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-2.0083066865449863,-0.338369298145281,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.9639154000303616,-0.3895805939196302,0,0
-1.595420953689775,-0.2991733678428795,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.5806238581849,-0.3162437997676626,0,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.5214354761654,-0.38452552746679486,0,0
-1.595420953689775,-0.2991733678428795,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.9565168522779242,-0.3981158098820217,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.55102966717515,-0.35038466361722875,0,0
-2.037900877554736,-0.3042284342957149,0,0
-1.2915372599736135,-1.102232781216231,0,4
-1.6546093357092748,-0.23089164014374727,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-2.0083066865449863,-0.338369298145281,0,0
-1.595420953689775,-0.2991733678428795,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.8603357314962368,-0.5090736173931116,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.725041429528381,-2.2752765367971355,0,4
-2.600516916842603,3.515504357897782,1,0
-1.6472107879568374,-0.23942685610613876,0,0
-1.9565168522779242,-0.3981158098820217,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.6028195014422124,-0.290638151880488,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-1.6176165969470875,-0.27356771995570495,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.506638380660525,-0.40159595939157794,0,0
-1.4666612244424164,-0.6673100955988672,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-2.0157052342974238,-0.32983408218288945,0,0
-1.6969923891202783,-0.9507382256210595,0,0
-1.3012980275263406,-0.8257015130732482,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-2.600516916842603,3.515504357897782,1,0
-1.4548485463934626,-0.4613424711283186,0,0
-1.6398122402044,-0.2479620720685303,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-2.037900877554736,-0.3042284342957149,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.512161074283182,-0.6572173744719012,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-2.600516916842603,3.515504357897782,1,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-2.0305023298022986,-0.31276365025810643,0,0
-1.6324136924519623,-0.25649728803092187,0,0
-1.5732253104324625,-0.32477901573005413,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.5584282149275874,-0.3418494476548372,0,0
-1.6768049789665873,-0.20528599225657265,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-0.8887494112115071,-1.7883974738790418,0,4
-1.1977271873490491,-0.9949945333076439,0,4
-1.5364210000856495,-0.41583731077980934,0,0
-2.0083066865449863,-0.338369298145281,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.5362325716702752,-0.3674550955420118,0,0
-1.4178558076312753,-0.5040185509402763,0,0
-1.6990006222238998,-0.1796803443693981,0,0
0.4362981510216235,-3.5212650794008487,0,4
-1.4548485463934626,-0.4613424711283186,0,0
-1.4716130400669474,-0.628219948550057,0,0
-1.5880224059373376,-0.30770858380527105,0,0
-2.600516916842603,3.515504357897782,1,0
-1.625015144699525,-0.2650325039933134,0,0
-1.4104572598788379,-0.5125537669026679,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.5584282149275874,-0.3418494476548372,0,0
-1.5584282149275874,-0.3418494476548372,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.5806238581849,-0.3162437997676626,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.7211962654812123,-0.15407469648222344,0,0
-1.4474499986410252,-0.4698776870907102,0,0
-2.600516916842603,3.515504357897782,1,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.6916020744714624,-0.1882155603317896,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.7063991699763372,-0.17114512840700655,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.9491183045254865,-0.40665102584441326,0,0
-1.5806238581849,-0.3162437997676626,0,0
-1.3457398584059062,-1.1730487246467525,0,4
-1.941719756773049,-0.4151862418068048,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-2.000908138792549,-0.34690451410767253,0,0
-1.9195241135157366,-0.4407918896939794,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.5732253104324625,-0.32477901573005413,0,0
-1.6842035267190247,-0.1967507762941811,0,0
-1.2106964705630257,-0.7430045978872392,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.7197633241999244,-0.6712427206785507,0,0
-1.477044189650775,-0.43573682324114404,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.4252543553837127,-0.49548333497788477,0,0
-1.4252543553837127,-0.49548333497788477,0,0
-1.6472107879568374,-0.23942685610613876,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.158906636295963,-0.80275110962398,0,4
-1.4474499986410252,-0.4698776870907102,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.6176165969470875,-0.27356771995570495,0,0
-1.7285948132336497,-0.14553948051983193,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.6620078834617125,-0.22235642418135573,0,0
-1.4548485463934626,-0.4613424711283186,0,0
-0.9382935696960284,-1.1479422953776397,0,4
-1.7137977177287749,-0.16260991244461503,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.9491183045254865,-0.40665102584441326,0,0
-1.7137977177287749,-0.16260991244461503,0,0
-1.5584282149275874,-0.3418494476548372,0,0
-1.8085458972291744,-0.5688201291298524,0,0
-1.6990006222238998,-0.1796803443693981,0,0
-1.565826762680025,-0.3333142316924457,0,0
-1.7359933609860874,-0.13700426455744039,0,0
-1.625015144699525,-0.2650325039933134,0,0
-1.3300222407394737,-0.8482980330705764,0,0
-1.4918412851556502,-0.41866639131636096,0,0
-1.625015144699525,-0.2650325039933134,0,0
-2.600516916842603,3.515504357897782,1,0
-1.595420953689775,-0.2991733678428795,0,0
-2.0305023298022986,-0.31276365025810643,0,0
-1.4918412851556502,-0.41866639131636096,0,0
-1.5436311194227126,-0.35891987957962024,0,0
-2.600516916842603,3.515504357897782,1,0
-1.5288340239178375,-0.3759903115044033,0,0
-1.6694064312141499,-0.2138212082189642,0,0
-1.6546093357092748,-0.23089164014374727,0,0
-1.247689209325213,-0.7003285180752815,0,0
-1.0656890392736342,-1.0897933075677315,0,4
-1.6324136924519623,-0.25649728803092187,0,0
